Cust_id,Age,Gender,Employment Category,Income,Avg. Yearly Balance_k,Avg Yearly ATM Withdrawals,Avg. Foreign Card Payments,Avg. Digital Payments,Fixed Deposits
17933,21-30,Male,Student,Greater than 1 million,1991,42,31,57,1
17934,31-35,Female,Self Employed,Greater than 1 million,4216,20,28,67,1
17935,31-35,Female,Self Employed,"501,000 - 1 Million",1182,55,23,44,0
17936,31-35,Female,Private Sector Employee,"50,000 - 100,000",168,74,2,3,0
17937,21-30,Female,Self Employed,"101,000 - 250,000",318,64,6,12,1
17938,21-30,Female,Self Employed,"Below 50,000",18,85,0,1,1
17939,18-20,Male,Student,Greater than 1 million,4782,31,33,60,1
17940,18-20,Male,Student,"101,000 - 250,000",225,74,4,16,1
17941,31-35,Male,Self Employed,Greater than 1 million,2136,33,35,52,1
17942,31-35,Male,Self Employed,Greater than 1 million,4262,37,25,52,1
17943,31-35,Male,Self Employed,Greater than 1 million,2530,23,31,67,1
17944,31-35,Male,Private Sector Employee,Greater than 1 million,1951,26,21,51,1
17945,31-35,Male,Private Sector Employee,Greater than 1 million,4571,32,25,54,1
17946,21-30,Male,Self Employed,Greater than 1 million,3711,34,27,68,1
17947,21-30,Male,Self Employed,Greater than 1 million,4029,41,22,65,1
17948,41-60,Male,Private Sector Employee,Greater than 1 million,2631,40,24,56,0
17949,31-35,Female,Self Employed,"501,000 - 1 Million",931,60,18,41,0
17950,31-35,Female,Self Employed,Greater than 1 million,2611,26,33,38,1
17951,31-35,Female,Private Sector Employee,Greater than 1 million,3548,6,31,67,1
17952,41-60,Female,Self Employed,"501,000 - 1 Million",1180,42,22,32,1
17953,41-60,Female,Self Employed,Greater than 1 million,2453,22,29,45,1
17956,41-60,Female,Self Employed,Greater than 1 million,2290,25,35,67,0
17957,21-30,Male,Self Employed,Greater than 1 million,3423,36,33,52,1
17958,41-60,Male,Private Sector Employee,Greater than 1 million,4969,20,20,66,1
17959,41-60,Male,Private Sector Employee,Greater than 1 million,4691,90,28,54,1
17960,21-30,Male,Self Employed,Greater than 1 million,2139,24,32,54,1
17961,36-40,Female,Civil/Public Servant,Greater than 1 million,4239,58,25,39,1
17962,21-30,Male,Private Sector Employee,Greater than 1 million,1866,42,34,42,1
17963,41-60,Female,Self Employed,"501,000 - 1 Million",1148,42,24,27,1
17964,31-35,Female,Self Employed,"251,000 - 500,000",562,55,10,10,1
17965,31-35,Male,Private Sector Employee,Greater than 1 million,4745,32,22,48,1
17966,31-35,Male,Private Sector Employee,Greater than 1 million,3748,45,34,49,1
17967,21-30,Female,Private Sector Employee,Greater than 1 million,2703,26,20,57,1
17968,21-30,Female,Student,Greater than 1 million,4361,25,26,22,1
17969,21-30,Female,Student,"251,000 - 500,000",732,30,15,25,1
17970,21-30,Female,Self Employed,Greater than 1 million,2325,15,28,49,1
17971,21-30,Female,Self Employed,Greater than 1 million,4680,33,31,48,1
17972,21-30,Female,Self Employed,Greater than 1 million,4822,28,31,62,1
17973,21-30,Female,Private Sector Employee,Greater than 1 million,4359,20,27,27,1
17974,31-35,Male,Civil/Public Servant,Greater than 1 million,3336,45,25,48,1
17975,21-30,Female,Private Sector Employee,Greater than 1 million,4762,30,27,56,1
17976,21-30,Female,Private Sector Employee,Greater than 1 million,4956,32,33,69,1
17977,21-30,Female,Private Sector Employee,Greater than 1 million,4012,25,28,6,1
17978,21-30,Male,Private Sector Employee,Greater than 1 million,2864,40,34,46,1
17979,21-30,Male,Private Sector Employee,"501,000 - 1 Million",938,51,16,27,1
17980,21-30,Male,Private Sector Employee,Greater than 1 million,3575,35,32,64,1
17981,21-30,Female,Private Sector Employee,Greater than 1 million,3244,21,34,58,1
17982,21-30,Female,Private Sector Employee,Greater than 1 million,2033,33,31,56,1
17983,21-30,Male,Private Sector Employee,"501,000 - 1 Million",947,41,18,25,0
17984,Above 60,Male,Self Employed,"101,000 - 250,000",364,70,6,17,0
17985,Above 60,Male,Self Employed,"501,000 - 1 Million",1102,41,25,61,1
17986,31-35,Male,Self Employed,Greater than 1 million,2400,21,26,70,1
17987,31-35,Male,Self Employed,Greater than 1 million,2077,40,24,60,0
17988,31-35,Male,Self Employed,Greater than 1 million,2740,43,29,63,1
17989,31-35,Male,Self Employed,Greater than 1 million,2181,29,27,68,1
17990,21-30,Female,Private Sector Employee,Greater than 1 million,2025,24,23,65,1
17991,31-35,Male,Self Employed,"501,000 - 1 Million",1547,49,20,37,1
17992,18-20,Female,Student,Greater than 1 million,4248,36,22,17,0
17993,18-20,Female,Student,Greater than 1 million,3485,40,24,64,1
17994,31-35,Male,Self Employed,Greater than 1 million,2368,25,24,59,1
17995,31-35,Male,Self Employed,"251,000 - 500,000",606,62,8,20,0
17996,21-30,Male,Student,Greater than 1 million,2798,34,35,57,1
17997,21-30,Female,Self Employed,"251,000 - 500,000",496,58,15,29,0
17998,21-30,Female,Self Employed,"501,000 - 1 Million",1096,20,21,59,1
17999,41-60,Male,Self Employed,Greater than 1 million,2725,7,33,48,1
18000,41-60,Male,Self Employed,"251,000 - 500,000",593,45,5,28,0
18001,31-35,Female,Self Employed,"251,000 - 500,000",456,49,12,19,0
18002,36-40,Male,Self Employed,Greater than 1 million,4524,21,32,69,1
18003,31-35,Female,Private Sector Employee,Greater than 1 million,4468,36,27,53,1
18004,31-35,Female,Private Sector Employee,"251,000 - 500,000",744,15,5,5,0
18005,21-30,Female,Self Employed,Greater than 1 million,3633,24,34,47,1
18006,21-30,Female,Student,Greater than 1 million,1941,26,23,46,1
18007,21-30,Female,Student,"501,000 - 1 Million",1602,44,13,21,1
18008,31-35,Female,Civil/Public Servant,Greater than 1 million,4759,39,23,55,0
18009,31-35,Female,Civil/Public Servant,Greater than 1 million,4711,39,25,47,1
18010,21-30,Male,Private Sector Employee,"251,000 - 500,000",375,70,13,21,1
18011,21-30,Male,Private Sector Employee,Greater than 1 million,2785,26,24,56,1
18012,31-35,Female,Self Employed,Greater than 1 million,4053,29,33,65,1
18013,31-35,Female,Self Employed,"501,000 - 1 Million",1108,46,14,42,1
18014,31-35,Male,Self Employed,Greater than 1 million,2084,40,28,42,1
18015,21-30,Female,Others,Greater than 1 million,4825,22,32,51,1
18016,36-40,Male,Civil/Public Servant,Greater than 1 million,2209,92,25,18,1
18017,31-35,Male,Private Sector Employee,"501,000 - 1 Million",1049,93,25,48,1
18018,31-35,Male,Private Sector Employee,"501,000 - 1 Million",1267,55,19,42,0
18019,31-35,Female,Civil/Public Servant,Greater than 1 million,3642,27,27,2,1
18020,36-40,Female,Self Employed,Greater than 1 million,3404,21,35,59,1
18021,36-40,Female,Self Employed,Greater than 1 million,3007,23,30,51,1
18022,21-30,Male,Self Employed,Greater than 1 million,3879,29,26,46,1
18023,18-20,Female,Student,"501,000 - 1 Million",1271,46,17,39,1
18024,36-40,Male,Civil/Public Servant,Greater than 1 million,4448,40,29,47,1
18025,21-30,Female,Private Sector Employee,"Below 50,000",67,83,0,0,0
18026,21-30,Female,Self Employed,Greater than 1 million,2096,48,35,54,1
18027,31-35,Female,Private Sector Employee,"501,000 - 1 Million",1565,52,21,50,1
18028,31-35,Male,Self Employed,Greater than 1 million,3929,26,20,4,1
18029,31-35,Male,Self Employed,Greater than 1 million,2402,9,28,50,1
18030,31-35,Female,Private Sector Employee,"501,000 - 1 Million",1436,10,22,46,0
18032,31-35,Male,Civil/Public Servant,"501,000 - 1 Million",1316,53,21,53,1
18033,31-35,Male,Civil/Public Servant,Greater than 1 million,3017,40,31,63,1
18034,31-35,Male,Self Employed,Greater than 1 million,2869,37,30,63,1
18035,31-35,Male,Civil/Public Servant,Greater than 1 million,2003,20,29,52,1
18036,21-30,Female,Student,"501,000 - 1 Million",1472,46,20,3,1
18037,21-30,Female,Student,Greater than 1 million,2214,45,35,61,1
18040,21-30,Female,Private Sector Employee,"Below 50,000",20,83,0,0,0
18041,21-30,Female,Private Sector Employee,Greater than 1 million,3833,27,27,63,1
18042,21-30,Male,Student,Greater than 1 million,1928,35,27,1,1
18043,21-30,Male,Student,"251,000 - 500,000",638,19,12,27,1
18044,36-40,Male,Self Employed,Greater than 1 million,4741,24,30,51,1
18045,21-30,Female,Private Sector Employee,Greater than 1 million,4023,22,35,52,1
18046,31-35,Male,Self Employed,Greater than 1 million,2809,20,34,53,1
18047,21-30,Female,Private Sector Employee,Greater than 1 million,3006,24,30,64,1
18048,21-30,Female,Self Employed,Greater than 1 million,2462,39,34,65,1
18049,Above 60,Male,Self Employed,Greater than 1 million,4330,31,25,35,1
18050,Above 60,Male,Self Employed,"50,000 - 100,000",202,80,2,53,0
18051,21-30,Female,Self Employed,"Below 50,000",61,81,0,1,0
18052,21-30,Male,Self Employed,Greater than 1 million,3688,92,28,33,1
18053,31-35,Female,Self Employed,Greater than 1 million,2112,38,25,52,1
18054,21-30,Male,Student,"501,000 - 1 Million",870,49,24,34,1
18055,21-30,Female,Private Sector Employee,Greater than 1 million,4030,36,27,65,1
18056,21-30,Male,Student,"501,000 - 1 Million",1539,46,12,47,1
18057,31-35,Male,Self Employed,"251,000 - 500,000",715,54,13,19,1
18058,31-35,Male,Self Employed,Greater than 1 million,2275,21,31,50,1
18059,31-35,Male,Self Employed,Greater than 1 million,2617,74,24,61,1
18060,36-40,Male,Self Employed,Greater than 1 million,2832,89,34,56,1
18061,36-40,Male,Self Employed,"501,000 - 1 Million",933,84,14,31,1
18062,36-40,Male,Self Employed,Greater than 1 million,3522,34,26,58,1
18063,21-30,Male,Student,Greater than 1 million,3206,34,34,64,1
18064,21-30,Male,Student,Greater than 1 million,3545,31,25,58,1
18065,31-35,Female,Private Sector Employee,Greater than 1 million,1996,79,29,47,1
18066,18-20,Female,Private Sector Employee,Greater than 1 million,1749,58,21,57,1
18067,31-35,Female,Civil/Public Servant,Greater than 1 million,2871,32,29,25,1
18068,31-35,Female,Civil/Public Servant,Greater than 1 million,1999,23,21,46,1
18069,41-60,Male,Self Employed,Greater than 1 million,1837,35,30,53,1
18070,41-60,Male,Self Employed,Greater than 1 million,2553,42,34,59,1
18071,41-60,Male,Civil/Public Servant,"501,000 - 1 Million",1012,40,20,35,1
18072,41-60,Male,Civil/Public Servant,"251,000 - 500,000",673,62,11,31,1
18073,31-35,Female,Student,Greater than 1 million,4007,28,25,59,1
18074,31-35,Female,Student,Greater than 1 million,3782,31,28,46,1
18075,31-35,Male,Self Employed,Greater than 1 million,2680,86,23,9,1
18076,21-30,Female,Self Employed,Greater than 1 million,3526,24,20,62,1
18077,31-35,Male,Self Employed,Greater than 1 million,2489,29,26,53,1
18078,21-30,Male,Private Sector Employee,Greater than 1 million,4990,39,34,60,1
18079,21-30,Male,Private Sector Employee,Greater than 1 million,1709,44,23,27,1
18080,21-30,Female,Self Employed,Greater than 1 million,4218,44,25,47,1
18081,21-30,Female,Self Employed,"501,000 - 1 Million",1188,54,21,33,1
18082,21-30,Female,Student,"501,000 - 1 Million",1596,51,12,33,1
18083,21-30,Female,Student,Greater than 1 million,2637,26,27,23,1
18084,31-35,Female,Self Employed,Greater than 1 million,2437,40,32,53,1
18085,31-35,Female,Self Employed,Greater than 1 million,3813,32,30,51,1
18086,31-35,Male,Private Sector Employee,"501,000 - 1 Million",975,43,13,13,1
18087,31-35,Male,Private Sector Employee,Greater than 1 million,2245,67,33,64,1
18088,21-30,Male,Self Employed,Greater than 1 million,4158,38,20,57,1
18089,21-30,Male,Self Employed,"501,000 - 1 Million",1331,41,16,32,1
18090,21-30,Male,Self Employed,"251,000 - 500,000",692,6,11,27,1
18091,31-35,Male,Self Employed,"50,000 - 100,000",104,77,1,5,0
18092,31-35,Male,Self Employed,"501,000 - 1 Million",995,55,18,44,1
18093,31-35,Male,Self Employed,Greater than 1 million,4245,30,35,48,1
18094,21-30,Female,Self Employed,"50,000 - 100,000",182,71,1,44,0
18095,41-60,Female,Self Employed,Greater than 1 million,3272,39,34,45,1
18096,31-35,Female,Self Employed,Greater than 1 million,4309,43,20,51,0
18097,31-35,Female,Self Employed,"251,000 - 500,000",537,75,6,61,0
18098,36-40,Male,Self Employed,"251,000 - 500,000",398,54,11,26,1
18099,31-35,Male,Self Employed,Greater than 1 million,3893,40,32,49,0
18100,31-35,Male,Self Employed,Greater than 1 million,2252,35,27,51,0
18101,41-60,Female,Civil/Public Servant,Greater than 1 million,3385,42,28,67,1
18102,41-60,Female,Civil/Public Servant,"251,000 - 500,000",537,51,10,29,1
18103,21-30,Male,Student,"251,000 - 500,000",454,53,6,25,0
18104,21-30,Male,Student,"501,000 - 1 Million",1334,49,13,33,1
18105,21-30,Male,Student,"501,000 - 1 Million",1425,52,22,35,1
18106,21-30,Male,Student,Greater than 1 million,2652,41,29,70,0
18110,21-30,Female,Student,"501,000 - 1 Million",1434,47,20,45,1
18111,31-35,Female,Self Employed,Greater than 1 million,2666,86,26,66,1
18112,31-35,Female,Self Employed,"251,000 - 500,000",503,65,12,29,0
18113,31-35,Female,Self Employed,Greater than 1 million,2315,41,28,66,1
18114,21-30,Female,Student,"251,000 - 500,000",596,51,14,36,0
18115,21-30,Female,Student,Greater than 1 million,4179,21,34,41,1
18116,21-30,Female,Student,"251,000 - 500,000",426,56,6,19,0
18117,21-30,Female,Student,Greater than 1 million,4538,37,35,9,1
18118,36-40,Male,Civil/Public Servant,Greater than 1 million,4185,35,30,21,1
18119,36-40,Male,Civil/Public Servant,Greater than 1 million,2044,71,20,67,1
18120,31-35,Female,Self Employed,Greater than 1 million,4904,30,30,66,1
18121,36-40,Female,Civil/Public Servant,Greater than 1 million,1901,20,30,46,1
18122,36-40,Female,Civil/Public Servant,Greater than 1 million,2135,27,32,34,1
18123,36-40,Female,Civil/Public Servant,"251,000 - 500,000",463,56,11,32,0
18124,41-60,Male,Self Employed,"251,000 - 500,000",643,61,10,20,1
18125,41-60,Male,Self Employed,Greater than 1 million,2633,13,31,11,0
18126,36-40,Male,Private Sector Employee,Greater than 1 million,4392,36,26,50,1
18127,36-40,Male,Private Sector Employee,Greater than 1 million,4672,45,30,51,1
18128,21-30,Female,Self Employed,"251,000 - 500,000",518,39,8,23,0
18129,21-30,Female,Self Employed,Greater than 1 million,2938,49,28,47,1
18130,Above 60,Female,Retired,Greater than 1 million,1704,35,35,63,1
18131,Above 60,Female,Retired,Greater than 1 million,4860,30,34,51,0
18132,18-20,Male,Student,"501,000 - 1 Million",1277,50,14,60,1
18133,36-40,Male,Self Employed,Greater than 1 million,2911,21,35,59,1
18134,36-40,Male,Self Employed,Greater than 1 million,4429,40,27,50,1
18135,18-20,Male,Student,Greater than 1 million,2633,40,32,55,1
18136,18-20,Male,Student,Greater than 1 million,3839,37,23,60,1
18137,21-30,Female,Self Employed,Greater than 1 million,3562,22,23,68,0
18138,41-60,Female,Self Employed,Greater than 1 million,4335,24,34,56,1
18139,41-60,Female,Self Employed,Greater than 1 million,2030,21,20,51,1
18140,21-30,Male,Student,Greater than 1 million,4878,7,25,45,1
18141,21-30,Male,Student,Greater than 1 million,3084,69,27,55,0
18142,21-30,Female,Student,Greater than 1 million,4268,41,24,65,1
18143,31-35,Female,Self Employed,"501,000 - 1 Million",911,46,13,41,1
18144,31-35,Female,Self Employed,Greater than 1 million,3038,40,21,54,1
18145,21-30,Male,Private Sector Employee,"501,000 - 1 Million",1441,48,20,44,1
18146,21-30,Male,Private Sector Employee,Greater than 1 million,2745,29,27,51,1
18147,31-35,Male,Self Employed,Greater than 1 million,3362,97,30,45,1
18148,36-40,Female,Civil/Public Servant,Greater than 1 million,4871,23,30,54,1
18149,36-40,Female,Civil/Public Servant,Greater than 1 million,2818,54,20,66,1
18150,36-40,Male,Private Sector Employee,"501,000 - 1 Million",1444,43,21,43,1
18151,36-40,Male,Private Sector Employee,"501,000 - 1 Million",1203,52,16,64,0
18152,36-40,Male,Private Sector Employee,"251,000 - 500,000",610,61,12,18,1
18153,41-60,Female,Self Employed,"101,000 - 250,000",280,11,7,35,1
18154,41-60,Female,Self Employed,Greater than 1 million,2418,35,31,45,1
18155,36-40,Female,Self Employed,Greater than 1 million,3235,41,29,52,1
18156,36-40,Female,Self Employed,Greater than 1 million,3324,26,30,49,1
18157,36-40,Female,Civil/Public Servant,"Below 50,000",29,86,0,0,0
18158,36-40,Female,Civil/Public Servant,Greater than 1 million,2105,51,33,48,1
18159,21-30,Female,Private Sector Employee,Greater than 1 million,4513,61,34,53,1
18160,21-30,Female,Private Sector Employee,Greater than 1 million,4468,21,33,55,1
18161,41-60,Male,Self Employed,Greater than 1 million,3140,37,33,55,1
18162,41-60,Male,Self Employed,Greater than 1 million,2893,41,23,55,1
18163,41-60,Male,Self Employed,Greater than 1 million,1762,20,34,25,1
18164,21-30,Male,Self Employed,Greater than 1 million,3324,36,24,28,1
18165,21-30,Male,Self Employed,Greater than 1 million,4494,27,34,51,1
18166,31-35,Male,Self Employed,Greater than 1 million,4026,35,22,63,1
18167,36-40,Male,Self Employed,Greater than 1 million,4779,33,23,45,1
18168,31-35,Female,Self Employed,"251,000 - 500,000",686,56,14,30,1
18169,21-30,Male,Private Sector Employee,Greater than 1 million,4472,38,33,45,1
18170,31-35,Female,Civil/Public Servant,Greater than 1 million,2010,35,30,65,1
18171,31-35,Female,Civil/Public Servant,"50,000 - 100,000",92,26,2,5,0
18172,21-30,Male,Private Sector Employee,"501,000 - 1 Million",1045,55,18,41,1
18173,21-30,Male,Private Sector Employee,Greater than 1 million,2799,14,29,37,0
18174,21-30,Male,Private Sector Employee,Greater than 1 million,3824,39,21,48,1
18175,21-30,Male,Private Sector Employee,"501,000 - 1 Million",1604,40,21,67,1
18176,31-35,Female,Private Sector Employee,"251,000 - 500,000",642,62,14,31,1
18177,31-35,Female,Private Sector Employee,"501,000 - 1 Million",1330,42,13,48,1
18178,21-30,Female,Private Sector Employee,"501,000 - 1 Million",991,59,22,3,1
18179,31-35,Female,Civil/Public Servant,Greater than 1 million,4447,57,21,16,1
18180,31-35,Female,Civil/Public Servant,Greater than 1 million,4060,42,35,57,1
18181,31-35,Female,Self Employed,"501,000 - 1 Million",1112,40,21,47,0
18182,31-35,Female,Self Employed,"101,000 - 250,000",324,66,3,8,1
18183,31-35,Male,Private Sector Employee,Greater than 1 million,3686,40,28,11,1
18184,31-35,Male,Private Sector Employee,Greater than 1 million,4969,30,32,47,1
18185,31-35,Male,Self Employed,Greater than 1 million,2602,56,30,49,0
18186,36-40,Male,Self Employed,Greater than 1 million,1777,84,21,45,1
18187,31-35,Female,Self Employed,"501,000 - 1 Million",1315,54,12,39,0
18188,31-35,Female,Self Employed,Greater than 1 million,4088,23,34,51,1
18189,21-30,Female,Student,Greater than 1 million,2363,33,31,48,1
18190,21-30,Male,Private Sector Employee,Greater than 1 million,3705,42,35,67,0
18191,21-30,Male,Private Sector Employee,"251,000 - 500,000",702,54,6,20,1
18192,21-30,Male,Private Sector Employee,"Below 50,000",81,30,0,1,0
18193,21-30,Female,Civil/Public Servant,"501,000 - 1 Million",1652,41,24,9,1
18194,21-30,Male,Student,Greater than 1 million,4139,42,24,70,1
18195,36-40,Male,Self Employed,Greater than 1 million,3245,28,25,39,1
18196,31-35,Female,Self Employed,Greater than 1 million,4843,44,20,57,1
18197,21-30,Female,Student,Greater than 1 million,4057,2,29,67,1
18198,21-30,Female,Student,"251,000 - 500,000",662,91,5,43,1
18199,31-35,Female,Self Employed,Greater than 1 million,2824,24,23,53,1
18200,Above 60,Female,Self Employed,Greater than 1 million,4274,42,32,68,1
18201,18-20,Male,Student,Greater than 1 million,4340,43,31,46,0
18202,21-30,Male,Self Employed,Greater than 1 million,3969,97,20,54,1
18203,21-30,Male,Self Employed,Greater than 1 million,4276,94,23,67,1
18204,31-35,Male,Private Sector Employee,Greater than 1 million,2013,25,21,65,1
18205,21-30,Female,Private Sector Employee,Greater than 1 million,4015,25,31,45,1
18206,41-60,Male,Self Employed,Greater than 1 million,4331,29,26,68,1
18207,36-40,Male,Private Sector Employee,Greater than 1 million,4219,35,30,60,1
18208,36-40,Male,Private Sector Employee,"251,000 - 500,000",677,54,8,18,1
18209,18-20,Male,Private Sector Employee,Greater than 1 million,3856,40,21,70,1
18210,Above 60,Male,Self Employed,Greater than 1 million,2038,43,32,58,1
18211,21-30,Female,Civil/Public Servant,Greater than 1 million,2468,40,20,65,0
18212,21-30,Female,Civil/Public Servant,"101,000 - 250,000",332,69,3,6,0
18213,21-30,Female,Civil/Public Servant,Greater than 1 million,4417,21,23,23,1
18214,21-30,Female,Self Employed,Greater than 1 million,2974,41,25,36,1
18215,18-20,Male,Student,"251,000 - 500,000",783,61,14,35,1
18216,18-20,Male,Student,Greater than 1 million,1957,43,27,67,0
18217,31-35,Male,Self Employed,Greater than 1 million,4386,28,28,50,1
18218,41-60,Male,Self Employed,Greater than 1 million,1841,42,30,15,1
18219,31-35,Female,Self Employed,Greater than 1 million,4918,34,31,7,1
18220,31-35,Male,Self Employed,"251,000 - 500,000",804,62,15,20,0
18221,31-35,Male,Self Employed,Greater than 1 million,2685,24,22,45,1
18222,21-30,Male,Self Employed,"501,000 - 1 Million",1531,40,18,31,1
18223,41-60,Male,Self Employed,Greater than 1 million,3192,20,28,49,1
18224,41-60,Female,Private Sector Employee,Greater than 1 million,2496,41,30,59,1
18225,41-60,Female,Unemployed,"501,000 - 1 Million",989,54,21,31,1
18226,31-35,Female,Civil/Public Servant,Greater than 1 million,3839,36,27,64,1
18227,31-35,Female,Civil/Public Servant,"501,000 - 1 Million",1619,57,19,39,1
18228,31-35,Female,Civil/Public Servant,Greater than 1 million,4620,24,21,65,1
18229,21-30,Female,Self Employed,Greater than 1 million,2860,32,33,57,1
18230,Above 60,Male,Self Employed,Greater than 1 million,3808,40,32,46,1
18231,Above 60,Male,Self Employed,"50,000 - 100,000",172,72,1,5,1
18234,31-35,Female,Self Employed,Greater than 1 million,4608,34,22,14,1
18235,31-35,Female,Self Employed,Greater than 1 million,1734,20,33,55,1
18236,41-60,Male,Self Employed,Greater than 1 million,1874,25,28,55,1
18237,41-60,Male,Self Employed,"501,000 - 1 Million",924,42,17,46,1
18238,31-35,Male,Private Sector Employee,Greater than 1 million,3716,36,33,7,1
18239,31-35,Male,Private Sector Employee,"501,000 - 1 Million",1098,10,17,39,1
18240,31-35,Male,Private Sector Employee,Greater than 1 million,2254,95,27,64,1
18241,21-30,Female,Private Sector Employee,Greater than 1 million,4241,23,21,66,1
18242,36-40,Male,Civil/Public Servant,"501,000 - 1 Million",1111,51,19,5,1
18243,36-40,Male,Civil/Public Servant,Greater than 1 million,1964,96,35,62,1
18244,21-30,Female,Private Sector Employee,Greater than 1 million,2234,25,21,55,0
18245,21-30,Male,Private Sector Employee,Greater than 1 million,4309,30,26,53,1
18246,36-40,Male,Self Employed,Greater than 1 million,4895,44,22,65,1
18247,31-35,Female,Self Employed,Greater than 1 million,2695,18,21,57,1
18248,36-40,Female,Civil/Public Servant,Greater than 1 million,3575,44,32,65,1
18249,36-40,Female,Civil/Public Servant,Greater than 1 million,2110,42,26,44,1
18250,36-40,Female,Civil/Public Servant,Greater than 1 million,2997,43,27,67,1
18251,21-30,Female,Unemployed,Greater than 1 million,3399,44,33,53,1
18252,31-35,Male,Self Employed,Greater than 1 million,2923,84,35,38,1
18253,31-35,Male,Self Employed,Greater than 1 million,4651,24,20,45,1
18254,36-40,Female,Self Employed,Greater than 1 million,3301,29,35,30,1
18255,31-35,Female,Private Sector Employee,Greater than 1 million,2910,52,33,66,1
18256,31-35,Female,Private Sector Employee,Greater than 1 million,4874,44,28,58,1
18257,21-30,Male,Self Employed,"101,000 - 250,000",282,60,5,11,0
18258,21-30,Female,Private Sector Employee,"501,000 - 1 Million",1273,42,15,42,1
18259,41-60,Female,Private Sector Employee,Greater than 1 million,1791,17,34,53,1
18260,21-30,Female,Private Sector Employee,Greater than 1 million,2822,37,28,29,1
18261,21-30,Male,Private Sector Employee,Greater than 1 million,4564,45,20,59,1
18262,21-30,Male,Private Sector Employee,Greater than 1 million,4842,21,20,51,1
18263,36-40,Male,Unemployed,"251,000 - 500,000",442,63,6,34,1
18264,36-40,Male,Unemployed,Greater than 1 million,4728,35,27,69,1
18265,21-30,Female,Private Sector Employee,"251,000 - 500,000",500,63,8,34,0
18266,21-30,Female,Student,Greater than 1 million,4603,45,34,50,1
18267,21-30,Female,Student,Greater than 1 million,4120,20,20,70,1
18268,31-35,Male,Self Employed,Greater than 1 million,4270,14,21,54,1
18269,41-60,Female,Civil/Public Servant,"501,000 - 1 Million",908,64,21,37,1
18270,36-40,Male,Self Employed,"50,000 - 100,000",127,95,1,56,0
18271,31-35,Female,Self Employed,Greater than 1 million,2224,27,26,46,1
18272,31-35,Male,Private Sector Employee,Greater than 1 million,4656,31,20,69,1
18273,36-40,Female,Self Employed,Greater than 1 million,4414,21,34,49,1
18274,18-20,Male,Unemployed,"251,000 - 500,000",806,58,8,32,1
18275,21-30,Male,Self Employed,Greater than 1 million,3987,36,31,52,1
18276,21-30,Male,Self Employed,Greater than 1 million,4880,24,29,61,1
18277,41-60,Female,Civil/Public Servant,Greater than 1 million,4537,24,32,67,1
18278,21-30,Male,Unemployed,Greater than 1 million,3129,100,34,70,1
18279,21-30,Female,Private Sector Employee,Greater than 1 million,2288,20,22,56,1
18280,21-30,Female,Private Sector Employee,"101,000 - 250,000",361,74,5,12,1
18281,21-30,Male,Self Employed,Greater than 1 million,4556,25,21,70,1
18282,21-30,Female,Private Sector Employee,Greater than 1 million,4820,45,31,48,1
18283,21-30,Female,Private Sector Employee,Greater than 1 million,3804,43,23,49,1
18284,31-35,Male,Self Employed,"251,000 - 500,000",499,55,10,30,1
18285,Above 60,Female,Self Employed,Greater than 1 million,2996,20,23,46,1
18286,Above 60,Male,Unemployed,Greater than 1 million,2005,35,23,7,1
18287,31-35,Male,Self Employed,"50,000 - 100,000",102,80,1,6,0
18288,41-60,Female,Private Sector Employee,Greater than 1 million,3794,26,20,52,1
18289,41-60,Female,Private Sector Employee,Greater than 1 million,2818,27,32,70,1
18290,41-60,Female,Private Sector Employee,Greater than 1 million,3125,17,21,62,1
18291,41-60,Female,Private Sector Employee,"501,000 - 1 Million",1679,55,21,47,1
18292,36-40,Female,Civil/Public Servant,Greater than 1 million,1714,36,30,61,1
18293,36-40,Male,Private Sector Employee,"101,000 - 250,000",344,67,6,17,0
18294,36-40,Male,Private Sector Employee,Greater than 1 million,4802,97,35,60,1
18295,31-35,Female,Civil/Public Servant,"501,000 - 1 Million",1628,47,22,40,1
18296,41-60,Male,Self Employed,Greater than 1 million,4502,58,26,66,1
18297,41-60,Male,Self Employed,Greater than 1 million,2423,20,32,68,1
18298,21-30,Male,Student,"501,000 - 1 Million",1547,41,17,46,1
18299,21-30,Male,Student,"501,000 - 1 Million",928,49,18,48,1
18300,21-30,Male,Student,Greater than 1 million,4295,43,28,25,1
18301,21-30,Female,Self Employed,"Below 50,000",73,83,0,67,1
18302,21-30,Female,Self Employed,Greater than 1 million,3903,29,35,63,1
18303,21-30,Male,Unemployed,"251,000 - 500,000",853,61,15,27,1
18304,21-30,Female,Self Employed,"501,000 - 1 Million",1476,55,19,49,0
18305,31-35,Male,Self Employed,"501,000 - 1 Million",1684,42,20,34,1
18306,21-30,Female,Student,"251,000 - 500,000",557,86,12,25,0
18307,18-20,Female,Student,Greater than 1 million,3118,21,32,48,1
18310,21-30,Male,Self Employed,Greater than 1 million,3053,32,28,70,1
18311,31-35,Female,Self Employed,"251,000 - 500,000",603,65,7,25,1
18312,36-40,Male,Self Employed,Greater than 1 million,4240,24,35,10,1
18313,21-30,Female,Self Employed,Greater than 1 million,3075,22,30,60,1
18314,21-30,Female,Private Sector Employee,"501,000 - 1 Million",1402,47,15,40,0
18315,21-30,Female,Private Sector Employee,"501,000 - 1 Million",1147,55,21,43,1
