OrderID,CustomerID,OrderVolume,ShipMode,Segment,Category,PaymentTerm,Discount,ExistingPurchaseOrder,FirstCustomerOrder,CashInDate
O-23001,1029,24.17,Standard Class,Corporate,Office Supplies,45,5,No,No,04-07-2013
O-22973,1015,24.15,Standard Class,Consumer,Office Supplies,45,0,No,No,05-07-2013
O-22909,1021,24.2,First Class,Corporate,Office Supplies,45,5,Yes,No,06-07-2013
O-23304,1025,23.92,Same Day,Corporate,Office Supplies,30,3,Yes,No,07-07-2013
O-22892,1029,24.21,Second Class,Corporate,Office Supplies,45,0,No,No,08-07-2013
O-23091,1026,24.29,First Class,Corporate,Office Supplies,45,3,Yes,No,09-07-2013
O-23322,1012,24.03,Standard Class,Corporate,Furniture,45,0,Yes,No,10-07-2013
O-23060,1026,23.61,Same Day,Corporate,Furniture,45,0,No,No,11-07-2013
O-23132,1012,23.6,Standard Class,Corporate,Office Supplies,45,5,No,No,12-07-2013
O-23279,1012,23.79,Standard Class,Corporate,Office Supplies,30,0,No,No,13-07-2013
O-23205,1012,24.33,Second Class,Corporate,Office Supplies,45,0,Yes,No,14-07-2013
O-23367,1010,24.7,Second Class,Consumer,Office Supplies,45,3,Yes,No,15-07-2013
O-23552,1013,24.45,Second Class,Consumer,Office Supplies,45,0,Yes,No,16-07-2013
O-23263,1022,24.65,Standard Class,Corporate,Office Supplies,45,3,Yes,No,17-07-2013
O-23421,1025,24.59,Standard Class,Corporate,Office Supplies,45,5,Yes,No,18-07-2013
O-23449,1022,24.82,Second Class,Corporate,Office Supplies,45,5,Yes,No,19-07-2013
O-23667,1012,25.02,Standard Class,Corporate,Office Supplies,45,3,Yes,No,20-07-2013
O-23659,1005,25.98,Standard Class,Corporate,Office Supplies,45,0,Yes,No,21-07-2013
O-23476,1010,26.36,Standard Class,Consumer,Office Supplies,45,3,Yes,No,22-07-2013
O-23644,1029,26.43,First Class,Corporate,Office Supplies,45,0,No,No,23-07-2013
O-23508,1007,26.29,Standard Class,Corporate,Office Supplies,45,3,No,No,24-07-2013
O-23381,1025,26.35,Standard Class,Corporate,Office Supplies,45,3,No,No,25-07-2013
O-23725,1012,26.5,Standard Class,Corporate,Furniture,45,3,Yes,No,26-07-2013
O-23926,1005,26.26,Standard Class,Corporate,Furniture,45,3,Yes,No,27-07-2013
O-23625,1024,26.05,First Class,Corporate,Office Supplies,45,3,Yes,No,28-07-2013
O-23980,1012,26.59,Standard Class,Corporate,Furniture,45,0,Yes,No,29-07-2013
O-23838,1024,26.48,First Class,Corporate,Office Supplies,45,0,Yes,No,30-07-2013
O-23785,1012,26.48,Standard Class,Corporate,Office Supplies,30,0,Yes,No,31-07-2013
O-23714,1012,25.84,First Class,Corporate,Office Supplies,45,0,Yes,No,01-08-2013
O-24112,1010,26.41,Second Class,Consumer,Office Supplies,45,3,Yes,No,02-08-2013
O-23983,1012,26.57,Same Day,Corporate,Office Supplies,45,5,Yes,No,03-08-2013
O-24075,1012,27.14,Second Class,Corporate,Office Supplies,30,0,Yes,No,04-08-2013
O-24071,1011,27.18,Standard Class,Corporate,Office Supplies,45,5,No,No,05-08-2013
O-24134,1024,27.04,Standard Class,Corporate,Office Supplies,45,3,Yes,No,06-08-2013
O-23874,1021,27.21,Second Class,Corporate,Office Supplies,45,5,No,No,07-08-2013
O-23942,1026,27.26,Standard Class,Corporate,Office Supplies,45,3,Yes,No,08-08-2013
O-23992,1013,27.15,Standard Class,Consumer,Office Supplies,45,0,No,No,09-08-2013
O-24362,1012,27.33,Standard Class,Corporate,Office Supplies,45,5,No,No,10-08-2013
O-24347,1025,27.22,Standard Class,Corporate,Office Supplies,30,0,No,No,11-08-2013
O-24400,1013,26.86,First Class,Consumer,Office Supplies,45,0,Yes,No,12-08-2013
O-24408,1026,27.12,Standard Class,Corporate,Office Supplies,45,3,Yes,No,13-08-2013
O-24387,1029,28.39,Standard Class,Corporate,Office Supplies,45,0,Yes,No,14-08-2013
O-24687,1024,29.27,Standard Class,Corporate,Furniture,45,0,Yes,No,15-08-2013
O-23998,1012,29.31,Standard Class,Corporate,Office Supplies,45,3,No,No,16-08-2013
O-24865,1024,29.13,Standard Class,Corporate,Office Supplies,45,3,Yes,No,17-08-2013
O-24497,1026,28.93,Second Class,Corporate,Office Supplies,45,3,Yes,No,18-08-2013
O-24820,1022,28.2,Standard Class,Corporate,Office Supplies,45,3,Yes,No,19-08-2013
O-24447,1012,27.49,Standard Class,Corporate,Office Supplies,45,5,No,No,20-08-2013
O-24555,1025,28.05,First Class,Corporate,Office Supplies,45,3,Yes,No,21-08-2013
O-24770,1025,26.93,Standard Class,Corporate,Office Supplies,45,5,No,No,22-08-2013
O-24320,1025,27.04,Standard Class,Corporate,Office Supplies,45,3,No,No,23-08-2013
O-24446,1022,26.96,Standard Class,Corporate,Office Supplies,45,0,Yes,No,24-08-2013
O-25320,1012,27.26,Second Class,Corporate,Office Supplies,30,5,No,No,25-08-2013
O-24912,1021,27.72,First Class,Corporate,Office Supplies,45,3,Yes,No,26-08-2013
O-25091,1010,27.76,Standard Class,Consumer,Office Supplies,30,0,No,No,27-08-2013
O-24915,1012,28.78,Standard Class,Corporate,Office Supplies,45,5,No,No,28-08-2013
O-24867,1022,29,First Class,Corporate,Office Supplies,45,5,No,No,29-08-2013
O-25383,1026,29.04,Second Class,Corporate,Office Supplies,30,0,Yes,No,30-08-2013
O-25184,1012,28.86,Standard Class,Corporate,Office Supplies,45,0,Yes,No,31-08-2013
O-25577,1018,29.21,Second Class,Corporate,Office Supplies,45,0,Yes,No,01-09-2013
O-25794,1029,29.52,Standard Class,Corporate,Office Supplies,45,3,Yes,No,02-09-2013
O-25575,1012,29.57,First Class,Corporate,Technology,45,0,No,No,03-09-2013
O-25781,1010,29.42,Standard Class,Consumer,Furniture,45,3,Yes,No,04-09-2013
O-25649,1007,28.64,Standard Class,Corporate,Office Supplies,45,5,No,No,05-09-2013
O-25589,1021,28.56,Second Class,Corporate,Office Supplies,45,0,Yes,No,06-09-2013
O-25547,1010,29.41,Second Class,Consumer,Office Supplies,45,5,Yes,No,07-09-2013
O-25876,1003,29.21,Standard Class,Corporate,Office Supplies,45,0,Yes,No,08-09-2013
O-25886,1030,29.17,First Class,Corporate,Office Supplies,45,3,Yes,No,09-09-2013
O-25453,1010,28.66,First Class,Consumer,Office Supplies,45,0,No,No,10-09-2013
O-25619,1026,28.56,Standard Class,Corporate,Office Supplies,30,0,No,No,11-09-2013
O-25682,1013,28.14,Second Class,Consumer,Office Supplies,45,0,Yes,No,12-09-2013
O-26011,1022,28.03,Second Class,Corporate,Office Supplies,45,5,Yes,No,13-09-2013
O-26081,1022,28.07,Second Class,Corporate,Office Supplies,45,5,Yes,No,14-09-2013
O-26275,1029,27.62,Standard Class,Corporate,Furniture,45,5,No,No,15-09-2013
O-25855,1021,26.99,Second Class,Corporate,Office Supplies,45,3,Yes,No,16-09-2013
O-25865,1021,27.12,Second Class,Corporate,Office Supplies,30,0,No,No,17-09-2013
O-26105,1022,28.26,Standard Class,Corporate,Office Supplies,45,5,Yes,No,18-09-2013
O-26248,1015,28.06,First Class,Consumer,Office Supplies,45,0,Yes,No,19-09-2013
O-25513,1026,27.81,Standard Class,Corporate,Office Supplies,45,0,No,No,20-09-2013
O-25933,1025,28.14,Second Class,Corporate,Office Supplies,45,3,Yes,No,21-09-2013
O-26067,1011,27.74,Standard Class,Corporate,Office Supplies,45,5,Yes,No,22-09-2013
O-26084,1022,27.86,Standard Class,Corporate,Office Supplies,45,3,Yes,No,23-09-2013
O-26012,1022,27.41,Second Class,Corporate,Office Supplies,45,0,Yes,No,24-09-2013
O-26203,1025,27.92,Standard Class,Corporate,Office Supplies,45,0,Yes,No,25-09-2013
O-26137,1025,28.32,Standard Class,Corporate,Office Supplies,45,5,Yes,No,26-09-2013
O-26464,1024,28.62,First Class,Corporate,Furniture,45,0,Yes,No,27-09-2013
O-26183,1021,28.87,Standard Class,Corporate,Office Supplies,45,0,Yes,No,28-09-2013
O-26010,1022,29.86,Second Class,Corporate,Office Supplies,45,0,Yes,No,29-09-2013
O-26387,1005,30.23,First Class,Corporate,Office Supplies,45,5,No,No,30-09-2013
O-26383,1025,29.87,Standard Class,Corporate,Office Supplies,45,3,No,No,01-10-2013
O-26573,1010,30.23,Same Day,Consumer,Technology,45,0,No,No,02-10-2013
O-26511,1028,30.1,Standard Class,Consumer,Office Supplies,45,3,No,No,03-10-2013
O-26359,1022,30.57,Second Class,Corporate,Office Supplies,45,5,Yes,No,04-10-2013
O-26465,1023,30.63,First Class,Consumer,Office Supplies,45,0,No,No,05-10-2013
O-26628,1011,30.14,Standard Class,Corporate,Office Supplies,45,0,Yes,No,06-10-2013
O-26385,1024,30.08,Standard Class,Corporate,Office Supplies,45,3,Yes,No,07-10-2013
O-26699,1021,30.28,Standard Class,Corporate,Office Supplies,45,0,Yes,No,08-10-2013
O-26575,1012,30.02,First Class,Corporate,Office Supplies,45,5,Yes,No,09-10-2013
O-26453,1012,29.67,Standard Class,Corporate,Office Supplies,45,0,Yes,No,10-10-2013
O-26429,1025,30.09,Standard Class,Corporate,Office Supplies,45,0,No,No,11-10-2013
O-26605,1026,29.92,First Class,Corporate,Office Supplies,45,0,Yes,No,12-10-2013
O-26688,1026,29.42,Standard Class,Corporate,Office Supplies,45,5,Yes,No,13-10-2013
O-26612,1010,30.72,Second Class,Consumer,Office Supplies,45,3,No,No,14-10-2013
O-26666,1007,30.25,Standard Class,Corporate,Office Supplies,45,3,Yes,No,15-10-2013
O-26848,1022,29.72,Standard Class,Corporate,Office Supplies,45,0,Yes,No,16-10-2013
O-26668,1022,28.25,Standard Class,Corporate,Office Supplies,45,0,Yes,No,17-10-2013
O-26859,1026,29.01,First Class,Corporate,Office Supplies,45,5,Yes,No,18-10-2013
O-26661,1026,29.42,Standard Class,Corporate,Office Supplies,30,0,No,No,19-10-2013
O-27359,1024,29.7,Standard Class,Corporate,Office Supplies,45,0,Yes,No,20-10-2013
O-26899,1022,28.47,First Class,Corporate,Office Supplies,45,0,Yes,No,21-10-2013
O-27076,1026,27.44,Standard Class,Corporate,Office Supplies,30,0,No,No,22-10-2013
O-27236,1018,27.82,Standard Class,Corporate,Office Supplies,45,0,No,No,23-10-2013
O-27488,1022,27.98,Same Day,Corporate,Office Supplies,45,3,Yes,No,24-10-2013
O-27338,1021,28.46,Standard Class,Corporate,Office Supplies,45,0,Yes,No,25-10-2013
O-27448,1024,27.44,Standard Class,Corporate,Office Supplies,45,5,No,No,26-10-2013
O-27187,1012,27.92,Standard Class,Corporate,Office Supplies,45,0,Yes,No,27-10-2013
O-27516,1010,27.73,Standard Class,Consumer,Furniture,45,3,No,No,28-10-2013
O-27548,1021,28.03,Second Class,Corporate,Office Supplies,45,5,No,No,29-10-2013
O-27638,1021,27.87,Standard Class,Corporate,Office Supplies,45,3,Yes,No,30-10-2013
O-27520,1021,28.38,Second Class,Corporate,Office Supplies,45,5,No,No,31-10-2013
O-27729,1024,28.63,Standard Class,Corporate,Office Supplies,45,0,Yes,No,01-11-2013
O-27580,1022,29.06,Second Class,Corporate,Office Supplies,45,0,Yes,No,02-11-2013
O-27574,1011,28.94,Second Class,Corporate,Office Supplies,45,0,Yes,No,03-11-2013
O-27747,1025,28.99,Standard Class,Corporate,Office Supplies,45,3,Yes,No,04-11-2013
O-27686,1013,28.81,Second Class,Consumer,Office Supplies,45,0,Yes,No,05-11-2013
O-27468,1024,28.63,Standard Class,Corporate,Office Supplies,45,0,No,No,06-11-2013
O-28004,1025,28.15,First Class,Corporate,Office Supplies,45,0,Yes,No,07-11-2013
O-27761,1026,28.66,Standard Class,Corporate,Office Supplies,45,0,Yes,No,08-11-2013
O-28291,1012,28.86,Standard Class,Corporate,Office Supplies,45,3,Yes,No,09-11-2013
O-27576,1022,29.23,Second Class,Corporate,Office Supplies,45,0,Yes,No,10-11-2013
O-28173,1021,29.86,Second Class,Corporate,Office Supplies,30,0,Yes,No,11-11-2013
O-28197,1014,29.84,Standard Class,Corporate,Office Supplies,45,3,No,No,12-11-2013
O-27988,1022,29.9,Standard Class,Corporate,Office Supplies,45,0,Yes,No,13-11-2013
O-28221,1021,30.1,First Class,Corporate,Office Supplies,45,0,Yes,No,14-11-2013
O-28413,1022,31.28,Second Class,Corporate,Office Supplies,45,3,Yes,No,15-11-2013
O-28398,1018,31.3,Standard Class,Corporate,Office Supplies,45,0,No,No,16-11-2013
O-28749,1025,31.86,Second Class,Corporate,Office Supplies,45,3,Yes,No,17-11-2013
O-28615,1010,32.12,Standard Class,Consumer,Office Supplies,30,5,No,No,18-11-2013
O-28578,1007,32.21,First Class,Corporate,Office Supplies,45,0,Yes,No,19-11-2013
O-28404,1021,32.37,Second Class,Corporate,Office Supplies,45,0,Yes,No,20-11-2013
O-28544,1022,31.98,Second Class,Corporate,Office Supplies,45,5,Yes,No,21-11-2013
O-28939,1012,32.06,Standard Class,Corporate,Furniture,45,0,Yes,No,22-11-2013
O-28989,1012,32.02,Second Class,Corporate,Office Supplies,45,5,Yes,No,23-11-2013
O-28809,1029,32.09,Standard Class,Corporate,Office Supplies,45,3,No,No,24-11-2013
O-29111,1028,31.75,Second Class,Consumer,Office Supplies,45,3,Yes,No,25-11-2013
O-28757,1018,32.11,Standard Class,Corporate,Office Supplies,45,0,No,No,26-11-2013
O-29134,1021,32.62,Same Day,Corporate,Office Supplies,45,3,Yes,No,27-11-2013
O-29331,1026,32.77,Standard Class,Corporate,Furniture,45,0,Yes,No,28-11-2013
O-28817,1012,32.38,Standard Class,Corporate,Office Supplies,45,0,Yes,No,29-11-2013
O-29711,1030,32.99,Standard Class,Corporate,Office Supplies,45,0,Yes,No,30-11-2013
O-29362,1024,33.2,Standard Class,Corporate,Office Supplies,45,5,Yes,No,01-12-2013
O-29121,1007,33.69,Standard Class,Corporate,Office Supplies,45,0,No,No,02-12-2013
O-28778,1026,33.57,Standard Class,Corporate,Office Supplies,45,0,No,No,03-12-2013
O-28912,1021,34.07,Standard Class,Corporate,Office Supplies,45,0,Yes,No,04-12-2013
O-29431,1012,34.22,Standard Class,Corporate,Office Supplies,45,0,Yes,No,05-12-2013
O-29571,1012,34.37,Second Class,Corporate,Office Supplies,45,3,Yes,No,06-12-2013
O-29629,1021,34.28,Standard Class,Corporate,Office Supplies,45,5,Yes,No,07-12-2013
O-29915,1025,34.54,Standard Class,Corporate,Office Supplies,30,0,Yes,No,08-12-2013
O-29825,1013,34.61,Second Class,Consumer,Office Supplies,45,0,Yes,No,09-12-2013
O-29610,1012,34.63,Standard Class,Corporate,Office Supplies,45,0,Yes,No,10-12-2013
O-29761,1022,35.1,Standard Class,Corporate,Office Supplies,45,5,Yes,No,11-12-2013
O-29906,1029,35.56,Standard Class,Corporate,Office Supplies,45,0,Yes,No,12-12-2013
O-29983,1012,35.34,Standard Class,Corporate,Furniture,45,0,Yes,No,13-12-2013
O-29887,1024,35.3,Standard Class,Corporate,Office Supplies,45,3,No,No,14-12-2013
O-29964,1024,34.94,Standard Class,Corporate,Office Supplies,45,5,Yes,No,15-12-2013
O-29969,1026,37.03,First Class,Corporate,Office Supplies,45,5,No,No,16-12-2013
O-30147,1011,38.07,Standard Class,Corporate,Office Supplies,45,0,Yes,No,17-12-2013
O-30089,1025,38.69,First Class,Corporate,Office Supplies,45,5,Yes,No,18-12-2013
O-30251,1010,38.5,Standard Class,Consumer,Office Supplies,45,5,Yes,No,19-12-2013
O-29896,1012,37.43,First Class,Corporate,Office Supplies,45,0,Yes,No,20-12-2013
O-30102,1012,37.37,First Class,Corporate,Office Supplies,45,3,Yes,No,21-12-2013
O-30298,1012,38.38,Second Class,Corporate,Furniture,45,3,Yes,No,22-12-2013
O-29905,1026,37.3,Standard Class,Corporate,Furniture,45,0,No,No,23-12-2013
O-30350,1025,38.05,Standard Class,Corporate,Office Supplies,45,0,Yes,No,24-12-2013
O-30204,1011,36.95,Standard Class,Corporate,Office Supplies,45,0,No,No,25-12-2013
O-30269,1012,36.57,Standard Class,Corporate,Office Supplies,45,5,Yes,No,26-12-2013
O-30282,1025,35.18,Standard Class,Corporate,Office Supplies,45,0,Yes,No,27-12-2013
O-30344,1021,33.69,Standard Class,Corporate,Office Supplies,45,5,Yes,No,28-12-2013
O-30305,1012,36.28,Second Class,Corporate,Office Supplies,45,3,Yes,No,29-12-2013
O-30285,1012,36.65,Standard Class,Corporate,Office Supplies,45,0,Yes,No,30-12-2013
O-30278,1012,37.44,Standard Class,Corporate,Office Supplies,45,5,No,No,31-12-2013
O-30943,1010,36.91,Standard Class,Consumer,Office Supplies,30,0,Yes,No,01-01-2014
O-30601,1025,36.26,Second Class,Corporate,Office Supplies,45,3,Yes,No,02-01-2014
O-30613,1024,36.32,First Class,Corporate,Office Supplies,45,3,No,No,03-01-2014
O-30628,1021,36.05,Second Class,Corporate,Furniture,45,0,Yes,No,04-01-2014
O-30839,1021,35.48,First Class,Corporate,Office Supplies,45,3,Yes,No,05-01-2014
O-30446,1022,33.97,Same Day,Corporate,Office Supplies,45,0,Yes,No,06-01-2014
O-30975,1010,34.62,Standard Class,Consumer,Office Supplies,45,0,Yes,No,07-01-2014
O-30725,1026,35.25,Standard Class,Corporate,Office Supplies,45,5,Yes,No,08-01-2014
O-30950,1012,35.03,First Class,Corporate,Furniture,45,5,No,No,09-01-2014
O-31138,1011,34.87,Standard Class,Corporate,Furniture,45,5,No,No,10-01-2014
O-30724,1013,36.19,Second Class,Consumer,Office Supplies,45,0,No,No,11-01-2014
O-30751,1012,36.7,First Class,Corporate,Office Supplies,45,3,No,No,12-01-2014
O-31047,1025,37.26,Standard Class,Corporate,Office Supplies,45,5,Yes,No,13-01-2014
O-31099,1026,37.71,Second Class,Corporate,Office Supplies,45,3,Yes,No,14-01-2014
O-31029,1025,37.59,Standard Class,Corporate,Office Supplies,45,3,Yes,No,15-01-2014
O-31547,1022,36.57,Second Class,Corporate,Technology,45,3,Yes,No,16-01-2014
O-31340,1022,35.85,First Class,Corporate,Office Supplies,45,5,No,No,17-01-2014
O-31104,1022,35.62,Same Day,Corporate,Office Supplies,45,0,Yes,No,18-01-2014
O-31619,1021,34.74,Same Day,Corporate,Furniture,45,0,Yes,No,19-01-2014
O-31349,1029,35.79,Standard Class,Corporate,Office Supplies,45,0,Yes,No,20-01-2014
O-31816,1026,36.22,Standard Class,Corporate,Office Supplies,30,0,Yes,No,21-01-2014
O-31451,1012,36.33,Second Class,Corporate,Office Supplies,45,0,Yes,No,22-01-2014
O-31613,1022,37.1,Same Day,Corporate,Office Supplies,30,0,No,No,23-01-2014
O-31570,1029,38.18,Standard Class,Corporate,Office Supplies,45,0,No,No,24-01-2014
O-31486,1024,38.84,Same Day,Corporate,Office Supplies,45,0,Yes,No,25-01-2014
O-32246,1015,39.15,Standard Class,Consumer,Office Supplies,45,0,Yes,No,26-01-2014
O-31480,1012,38.6,Second Class,Corporate,Office Supplies,45,0,No,No,27-01-2014
O-31762,1025,39.12,Standard Class,Corporate,Office Supplies,45,3,Yes,No,28-01-2014
O-31803,1012,38.71,Standard Class,Corporate,Office Supplies,45,3,Yes,No,29-01-2014
O-31872,1022,38.43,Second Class,Corporate,Furniture,45,0,No,No,30-01-2014
O-32210,1025,38.1,Standard Class,Corporate,Office Supplies,45,3,Yes,No,31-01-2014
O-32419,1025,38.33,Standard Class,Corporate,Furniture,45,3,Yes,No,01-02-2014
O-31692,1026,36.6,Standard Class,Corporate,Office Supplies,45,5,No,No,02-02-2014
O-32314,1003,35.93,Same Day,Corporate,Office Supplies,45,0,Yes,No,03-02-2014
O-32617,1012,35.5,Second Class,Corporate,Furniture,45,0,Yes,No,04-02-2014
O-31801,1026,35.28,Standard Class,Corporate,Office Supplies,45,0,No,No,05-02-2014
O-32459,1012,35.52,Standard Class,Corporate,Office Supplies,45,0,Yes,No,06-02-2014
O-32064,1026,36.95,Second Class,Corporate,Furniture,45,0,No,No,07-02-2014
O-32132,1026,36.87,Same Day,Corporate,Office Supplies,45,3,Yes,No,08-02-2014
O-32723,1013,37.09,Standard Class,Consumer,Office Supplies,45,0,Yes,No,09-02-2014
O-32606,1025,36.76,Standard Class,Corporate,Office Supplies,30,5,Yes,No,10-02-2014
O-32192,1025,35.97,Standard Class,Corporate,Office Supplies,45,0,No,No,11-02-2014
O-31995,1025,36.1,Standard Class,Corporate,Office Supplies,45,0,No,No,12-02-2014
O-32451,1022,35.92,Standard Class,Corporate,Office Supplies,45,3,Yes,No,13-02-2014
O-32648,1025,35.7,Second Class,Corporate,Office Supplies,45,0,Yes,No,14-02-2014
O-32841,1010,35.08,First Class,Consumer,Office Supplies,45,3,Yes,No,15-02-2014
O-32593,1012,35.98,Standard Class,Corporate,Office Supplies,45,3,Yes,No,16-02-2014
O-32871,1021,36.32,Standard Class,Corporate,Office Supplies,45,3,Yes,No,17-02-2014
O-32714,1024,37,First Class,Corporate,Office Supplies,45,0,No,No,18-02-2014
O-32798,1012,37.13,Standard Class,Corporate,Office Supplies,45,3,No,No,19-02-2014
O-33251,1007,37.04,Standard Class,Corporate,Furniture,45,3,No,No,20-02-2014
O-32993,1021,37.73,Standard Class,Corporate,Office Supplies,45,3,No,No,21-02-2014
O-33469,1018,37.28,Standard Class,Corporate,Office Supplies,45,3,Yes,No,22-02-2014
O-33028,1011,36.87,Standard Class,Corporate,Office Supplies,45,0,Yes,No,23-02-2014
O-32977,1021,36.75,Standard Class,Corporate,Office Supplies,45,3,No,No,24-02-2014
O-33095,1012,37.41,Standard Class,Corporate,Office Supplies,45,0,Yes,No,25-02-2014
O-33073,1021,37.42,Standard Class,Corporate,Office Supplies,45,0,Yes,No,26-02-2014
O-33232,1026,37.57,Standard Class,Corporate,Office Supplies,45,0,Yes,No,27-02-2014
O-33482,1021,37.39,Standard Class,Corporate,Office Supplies,45,3,Yes,No,28-02-2014
O-33407,1026,37.16,Standard Class,Corporate,Office Supplies,45,5,No,No,01-03-2014
O-33990,1022,37.39,Standard Class,Corporate,Office Supplies,45,5,Yes,No,02-03-2014
O-33562,1013,37.06,Second Class,Consumer,Office Supplies,45,3,No,No,03-03-2014
O-33671,1018,35.74,Standard Class,Corporate,Office Supplies,45,5,No,No,04-03-2014
O-34006,1003,35.97,Second Class,Corporate,Office Supplies,45,5,Yes,No,05-03-2014
O-33844,1025,35.59,Standard Class,Corporate,Office Supplies,45,0,Yes,No,06-03-2014
O-34043,1007,35.38,Standard Class,Corporate,Office Supplies,45,5,Yes,No,07-03-2014
O-34114,1007,36,Standard Class,Corporate,Office Supplies,30,0,Yes,No,08-03-2014
O-33728,1025,36.15,Standard Class,Corporate,Office Supplies,45,0,Yes,No,09-03-2014
O-33995,1026,35.7,Standard Class,Corporate,Furniture,45,0,Yes,No,10-03-2014
O-33950,1011,35.66,Standard Class,Corporate,Office Supplies,45,5,No,No,11-03-2014
O-34159,1024,35.11,Second Class,Corporate,Office Supplies,45,5,Yes,No,12-03-2014
O-34266,1013,34.28,Second Class,Consumer,Technology,45,3,Yes,No,13-03-2014
O-34072,1022,34.7,Standard Class,Corporate,Office Supplies,45,3,Yes,No,14-03-2014
O-34012,1022,34.33,Standard Class,Corporate,Office Supplies,45,5,Yes,No,15-03-2014
O-34162,1024,34.52,Second Class,Corporate,Office Supplies,45,3,Yes,No,16-03-2014
O-34202,1024,34.64,Standard Class,Corporate,Office Supplies,45,0,Yes,No,17-03-2014
O-34247,1012,34.73,Standard Class,Corporate,Office Supplies,45,5,Yes,No,18-03-2014
O-34251,1012,35.76,First Class,Corporate,Office Supplies,45,3,Yes,No,19-03-2014
O-34110,1024,36.02,Standard Class,Corporate,Office Supplies,45,0,Yes,No,20-03-2014
O-34454,1026,36.97,Standard Class,Corporate,Office Supplies,14,0,No,No,21-03-2014
O-34450,1030,36.83,Standard Class,Corporate,Office Supplies,45,3,No,No,22-03-2014
O-34306,1011,37.56,Standard Class,Corporate,Office Supplies,45,5,No,No,23-03-2014
O-34598,1025,37.58,First Class,Corporate,Office Supplies,30,5,No,No,24-03-2014
O-34346,1021,37.63,First Class,Corporate,Office Supplies,45,3,No,No,25-03-2014
O-34317,1026,38.15,Second Class,Corporate,Office Supplies,45,5,Yes,No,26-03-2014
O-34579,1021,38.29,Same Day,Corporate,Office Supplies,45,3,Yes,No,27-03-2014
O-34562,1022,38.6,Same Day,Corporate,Office Supplies,45,0,Yes,No,28-03-2014
O-34672,1014,39.51,Standard Class,Corporate,Office Supplies,45,0,Yes,No,29-03-2014
O-34849,1013,39.34,Standard Class,Consumer,Office Supplies,30,3,Yes,No,30-03-2014
O-34834,1029,40.46,Second Class,Corporate,Office Supplies,45,5,Yes,No,31-03-2014
O-34582,1022,40.54,Same Day,Corporate,Office Supplies,45,5,Yes,No,01-04-2014
O-34777,1011,41.11,First Class,Corporate,Technology,45,3,No,No,02-04-2014
O-34619,1018,41.27,Second Class,Corporate,Office Supplies,45,5,No,No,03-04-2014
O-34746,1024,41.76,Standard Class,Corporate,Office Supplies,45,3,Yes,No,04-04-2014
O-34723,1024,41.6,Standard Class,Corporate,Office Supplies,45,3,No,No,05-04-2014
O-34899,1027,40.98,First Class,Consumer,Office Supplies,45,5,No,No,06-04-2014
O-34796,1026,41.05,Standard Class,Corporate,Technology,45,5,No,No,07-04-2014
O-34827,1024,40.54,Standard Class,Corporate,Office Supplies,45,3,Yes,No,08-04-2014
O-34685,1013,40.36,Standard Class,Consumer,Office Supplies,45,0,No,No,09-04-2014
O-34949,1012,39.81,Standard Class,Corporate,Office Supplies,45,5,Yes,No,10-04-2014
O-34848,1011,41.28,Second Class,Corporate,Office Supplies,45,0,Yes,No,11-04-2014
O-34558,1026,41.31,First Class,Corporate,Office Supplies,45,3,Yes,No,12-04-2014
O-34866,1024,41.32,Standard Class,Corporate,Office Supplies,45,5,No,No,13-04-2014
O-35035,1024,42.01,First Class,Corporate,Office Supplies,45,0,Yes,No,14-04-2014
O-34717,1022,42.19,Standard Class,Corporate,Office Supplies,45,3,No,No,15-04-2014
O-35122,1015,42.65,Standard Class,Consumer,Office Supplies,45,3,Yes,No,16-04-2014
O-35063,1026,42.88,Standard Class,Corporate,Office Supplies,45,5,Yes,No,17-04-2014
O-35134,1022,43.19,Standard Class,Corporate,Office Supplies,45,5,Yes,No,18-04-2014
O-35045,1022,44.96,Standard Class,Corporate,Office Supplies,45,3,Yes,No,19-04-2014
O-35039,1018,45.43,Standard Class,Corporate,Office Supplies,45,0,No,No,20-04-2014
O-35250,1003,44.21,Standard Class,Corporate,Office Supplies,45,0,Yes,No,21-04-2014
O-35406,1011,44.36,Second Class,Corporate,Office Supplies,45,0,Yes,No,22-04-2014
O-35382,1003,44.22,First Class,Corporate,Office Supplies,45,0,Yes,No,23-04-2014
O-35304,1026,43.92,Standard Class,Corporate,Office Supplies,45,5,Yes,No,24-04-2014
O-35562,1029,44.12,Same Day,Corporate,Office Supplies,45,0,Yes,No,25-04-2014
O-35531,1018,44.01,First Class,Corporate,Office Supplies,45,0,Yes,No,26-04-2014
O-35255,1022,43.98,Standard Class,Corporate,Office Supplies,45,5,Yes,No,27-04-2014
O-35575,1025,43.61,Standard Class,Corporate,Office Supplies,30,0,Yes,No,28-04-2014
O-35632,1010,43,Standard Class,Consumer,Office Supplies,30,0,No,No,29-04-2014
O-35341,1022,43.45,Standard Class,Corporate,Office Supplies,45,0,Yes,No,30-04-2014
O-35431,1025,44.19,First Class,Corporate,Office Supplies,45,0,Yes,No,01-05-2014
O-35393,1022,44.69,Standard Class,Corporate,Office Supplies,45,3,Yes,No,02-05-2014
O-35447,1022,45.47,Second Class,Corporate,Furniture,45,0,Yes,No,03-05-2014
O-35611,1025,45.3,First Class,Corporate,Office Supplies,45,3,Yes,No,04-05-2014
