Cust_id,Qtr1_Bal,Qtr2_Bal,Qtr3_Bal,Qtr4_Bal,Perc_inc_q4_q1,Wallet_trx,Age,Gender,Area
C10289,27,35,24,89,2.3,59,24,Male,South
C10420,33,30,16,92,1.8,51,40,Female,West
C10465,42,11,22,77,0.8,32,,Female,West
C1055,4,16,25,76,18,385,,Male,West
C10559,24,14,25,83,2.5,65,28,Female,South
C10580,37,17,15,80,1.2,38,39,Female,South
C1060,6,39,18,64,9.7,213,44,Female,South
C10602,31,37,31,91,1.9,54,,Female,West
C1064,40,15,12,80,1,33,26,Male,East
C10649,45,41,23,56,0.2,19,18,Female,West
C10665,32,17,25,74,1.3,41,26,Female,West
C10746,26,20,17,59,1.3,38,21,Male,West
C10946,11,12,21,65,4.9,114,29,Female,South
C10951,29,14,25,76,1.6,47,20,Female,West
C10953,10,31,25,72,6.2,139,25,Male,North
C11012,4,29,20,94,22.5,482,20,Female,South
C11058,36,28,22,84,1.3,40,21,Male,West
C11093,10,23,33,94,8.4,185,29,Male,West
C1185,45,36,12,58,0.3,18,38,Male,South
C1207,13,28,12,71,4.5,105,20,Female,South
C1357,40,8,16,81,1,36,42,Female,North
C1386,6,14,32,91,14.2,307,24,Female,South
C1388,41,13,19,66,0.6,25,35,Male,South
C1416,17,41,13,56,2.3,58,27,Male,West
C1421,20,30,28,77,2.9,72,23,Female,South
C1500,23,33,26,80,2.5,65,,Female,East
C1506,28,32,18,81,1.9,51,22,Male,South
C1644,10,30,19,78,6.8,152,24,Male,West
C1649,12,30,18,82,5.8,134,18,Female,South
C1734,38,10,20,80,1.1,37,18,Female,North
C1750,5,12,27,64,11.8,257,20,Female,North
C1757,5,29,19,77,14.4,310,40,Male,East
C1792,36,23,25,73,1,35,36,Female,South
C1885,42,26,25,71,0.7,27,,Male,North
C1919,35,8,17,56,0.6,26,29,Female,North
C1940,25,36,31,62,1.5,44,18,Female,West
C2019,34,20,19,78,1.3,41,30,Female,East
C2057,27,30,16,83,2.1,57,30,Female,North
C2099,11,31,16,55,4,93,29,Male,West
C2126,33,12,29,61,0.8,29,,Male,North
C2211,42,37,35,57,0.4,22,,Female,West
C2295,33,24,26,92,1.8,51,,Female,West
C2380,32,27,17,62,0.9,31,28,Male,West
C2389,21,39,27,81,2.9,73,42,Female,West
C2440,21,37,13,86,3.1,78,,Female,South
C2503,37,23,11,89,1.4,41,19,Male,West
C2517,49,38,19,91,0.9,32,22,Female,North
C2529,7,19,24,68,8.7,193,44,Female,West
C2555,9,29,17,77,7.6,169,25,Female,North
C2716,13,24,22,78,5,115,19,Male,East
C2719,35,10,21,61,0.7,29,25,Female,South
C2729,7,32,17,75,9.7,212,29,Male,West
C2765,41,26,21,79,0.9,34,45,Female,South
C2809,38,10,24,72,0.9,31,30,Male,West
C2813,14,30,17,55,2.9,73,,Female,South
C2845,18,42,13,76,3.2,80,30,Female,West
C2887,43,10,10,65,0.5,25,27,Female,West
C2928,19,33,25,71,2.7,70,23,Female,East
C2956,47,10,16,85,0.8,31,22,Female,East
C2979,34,26,14,57,0.7,28,42,Female,North
C2993,47,35,22,87,0.9,30,21,Male,West
C3017,7,31,17,84,11,239,31,Male,East
C3053,30,39,37,63,1.1,34,27,Male,North
C3073,2,25,24,71,34.5,732,,Female,North
C3182,26,20,21,87,2.3,62,,Female,South
C3203,15,28,28,63,3.2,77,19,Male,West
C3271,18,15,39,60,2.3,61,21,Female,South
C3296,25,25,32,83,2.3,60,,Male,South
C3369,31,24,28,59,0.9,30,28,Male,South
C3417,8,37,25,57,6.1,137,24,Male,South
C3522,31,26,18,79,1.5,44,22,Male,South
C3597,36,30,36,89,1.5,45,35,Female,North
C3629,15,10,27,65,3.3,82,19,Female,South
C3652,1,21,25,59,58,1224,,Female,North
C3721,11,16,12,61,4.5,105,25,Male,South
C3784,41,8,19,89,1.2,39,20,Female,West
C3792,36,38,19,66,0.8,31,19,Female,West
C3798,27,10,20,61,1.3,38,26,Male,West
C3837,34,22,19,68,1,35,30,Female,East
C3856,9,24,12,61,5.8,130,37,Male,East
C3914,46,32,32,91,1,33,20,Male,South
C3962,25,11,29,77,2.1,57,27,Female,West
C4054,19,24,18,82,3.3,80,,Male,South
C4235,38,12,15,83,1.2,37,,Male,West
C4255,45,38,18,73,0.6,27,30,Female,East
C4259,17,40,32,95,4.6,107,29,Male,North
C4272,8,26,31,77,8.6,192,25,Female,East
C4307,21,12,27,88,3.2,80,32,Female,West
C4375,3,26,33,56,17.7,379,27,Female,West
C4393,47,33,22,94,1,35,21,Female,North
C4402,49,17,25,93,0.9,31,27,Male,South
C4519,32,10,25,95,2,55,,Female,East
C4558,41,14,22,91,1.2,38,40,Male,West
C4668,2,23,29,79,38.5,816,30,Female,South
C4770,9,36,20,95,9.6,211,,Female,South
C4886,47,27,28,79,0.7,29,25,Female,West
C4927,44,42,20,60,0.4,22,23,Female,East
C4934,48,28,22,92,0.9,32,24,Male,West
C5016,44,40,38,85,0.9,32,22,Male,West
C5186,45,19,19,86,0.9,33,37,Female,South
C5251,5,40,25,70,13,282,27,Female,North
C5252,22,36,22,79,2.6,65,21,Male,South
C5261,35,16,28,70,1,33,26,Male,South
C5323,9,36,22,73,7.1,160,23,Female,West
C5332,34,40,11,75,1.2,37,26,Male,West
C5349,50,18,19,58,0.2,18,45,Female,North
C5360,24,21,18,73,2,54,18,Male,West
C5443,15,27,31,75,4,94,27,Male,West
C5556,42,29,15,78,0.9,30,27,Male,North
C5567,16,24,15,87,4.4,105,24,Female,West
C5665,49,26,11,70,0.4,23,29,Female,East
C5679,12,27,15,70,4.8,113,44,Female,North
C5700,5,25,18,81,15.2,327,25,Male,West
C5812,45,13,20,66,0.5,22,38,Male,East
C5822,46,41,19,59,0.3,20,28,Female,North
C5829,49,15,15,95,0.9,34,43,Female,West
C5836,5,17,31,93,17.6,379,27,Female,North
C5841,9,8,19,69,6.7,151,20,Female,West
C5858,34,27,26,84,1.5,45,28,Female,West
C5890,47,14,12,57,0.2,19,23,Female,East
C5942,38,30,22,85,1.2,38,43,Male,South
C6116,40,21,27,76,0.9,31,23,Male,West
C6145,45,41,21,56,0.2,19,44,Female,North
C6178,21,36,21,70,2.3,62,,Female,West
C6201,16,26,35,67,3.2,79,22,Female,North
C6246,48,13,21,57,0.2,18,,Female,West
C6249,6,11,20,81,12.5,270,25,Male,West
C6392,4,31,19,81,19.3,413,23,Female,North
C6458,50,42,12,91,0.8,30,30,Male,South
C6465,33,31,11,58,0.8,28,23,Male,East
C6522,25,14,17,89,2.6,65,35,Male,West
C6680,44,39,18,65,0.5,22,21,Male,West
C6692,48,20,23,74,0.5,24,,Male,West
C6736,42,24,35,93,1.2,38,24,Male,West
C6967,33,32,18,78,1.4,42,27,Female,East
C7066,12,19,16,84,6,135,26,Male,South
C7144,8,21,22,92,10.5,229,18,Male,South
C7154,18,21,12,68,2.8,71,28,Female,South
C7162,34,38,34,88,1.6,47,24,Female,South
C7395,23,26,20,83,2.6,68,18,Female,West
C7435,26,35,10,68,1.6,45,18,Male,South
C7454,45,10,18,82,0.8,32,27,Female,West
C7496,45,38,34,66,0.5,22,20,Male,North
C7592,29,41,16,84,1.9,51,31,Male,North
C7753,21,41,28,56,1.7,46,38,Male,North
C7765,37,36,14,81,1.2,39,26,Female,East
C7845,24,11,25,70,1.9,51,29,Male,West
C7850,25,24,10,86,2.4,62,25,Male,West
C7862,45,31,14,63,0.4,21,18,Male,North
C7895,32,34,19,94,1.9,52,28,Male,North
C7903,34,35,16,78,1.3,39,18,Male,North
C7928,3,24,21,59,18.7,400,27,Female,East
C8047,28,9,36,68,1.4,41,,Male,North
C8056,9,33,15,86,8.6,188,19,Male,South
C8074,43,30,22,78,0.8,29,22,Male,North
C8089,15,17,26,57,2.8,71,43,Female,North
C8090,49,22,38,70,0.4,23,25,Female,East
C8146,31,11,15,57,0.8,31,27,Female,West
C8255,18,15,18,85,3.7,88,26,Male,West
C8271,17,30,35,90,4.3,102,20,Female,West
C8312,46,35,25,79,0.7,27,,Male,West
C8332,38,18,19,77,1,33,24,Male,South
C8361,34,38,34,76,1.2,40,22,Female,East
C8400,6,27,19,58,8.7,192,20,Female,West
C8418,35,36,19,57,0.6,27,,Female,West
C8449,11,13,17,82,6.5,145,25,Male,North
C8574,43,38,17,90,1.1,35,19,Male,South
C8661,10,17,24,81,7.1,160,25,Female,East
C8764,19,19,22,63,2.3,61,30,Female,North
C8787,22,13,11,61,1.8,48,45,Male,South
C8801,29,37,20,58,1,34,28,Female,North
C8802,41,25,18,85,1.1,37,30,Female,West
C8829,17,41,17,62,2.6,66,27,Male,South
C8895,22,8,14,67,2,56,30,Female,South
C8898,5,14,24,70,13,282,35,Female,South
C8940,44,23,25,63,0.4,21,24,Male,South
C8946,1,23,16,83,82,1728,25,Female,South
C8985,3,11,22,71,22.7,482,32,Male,North
C9048,2,42,21,83,40.5,858,45,Female,South
C9058,44,19,25,71,0.6,25,41,Male,North
C9072,20,30,22,65,2.3,60,30,Female,West
C9159,13,41,16,62,3.8,89,32,Male,West
C9162,11,19,27,83,6.5,147,21,Male,North
C9201,1,10,21,64,63,1327,,Male,South
C9214,4,15,24,56,13,280,19,Male,North
C9368,13,15,21,92,6.1,137,41,Male,North
C9393,26,11,27,60,1.3,39,45,Male,East
C9507,44,13,30,91,1.1,35,18,Male,West
C9537,2,10,19,85,41.5,879,24,Female,South
C9563,39,12,29,69,0.8,30,,Female,East
C9709,43,23,25,75,0.7,30,36,Female,North
C9718,37,28,15,76,1.1,34,26,Male,North
C9734,48,25,19,74,0.5,26,24,Female,South
C9743,7,25,22,57,7.1,158,26,Male,South
C9769,31,10,29,58,0.9,32,18,Female,West
C9863,2,31,26,76,37,785,22,Female,North
C9887,9,31,20,84,8.3,186,23,Female,South
C9895,34,36,17,59,0.7,27,29,Male,South
C9914,47,28,20,92,1,34,25,Female,South
C9944,9,20,13,93,9.3,207,22,Female,West
C10192,24,11,28,92,2.8,70,63,Male,South
C10205,27,33,33,65,1.4,43,58,Female,West
C10270,32,31,21,88,1.8,48,26,Male,West
C10468,30,11,19,72,1.4,43,59,Female,West
C10475,22,8,20,83,2.8,69,68,Male,West
C10619,31,15,29,66,1.1,37,56,Female,East
C10672,39,11,25,59,0.5,23,59,Male,North
C10688,44,37,37,62,0.4,21,22,Male,South
C10716,4,13,18,65,15.3,329,69,Female,East
C10827,23,42,23,86,2.7,70,56,Female,North
C10850,18,37,16,64,2.6,64,63,Male,North
C10975,22,8,16,57,1.6,46,53,Female,North
C10982,32,24,30,62,0.9,31,45,Male,North
C11002,5,36,15,78,14.6,316,58,Female,North
C1139,22,24,13,57,1.6,46,25,Female,West
C1149,32,21,39,82,1.6,46,52,Female,North
C1313,13,11,25,75,4.8,112,51,Female,North
C1325,16,26,19,83,4.2,100,24,Female,North
C1360,30,21,25,90,2,53,29,Male,South
C1411,22,22,17,77,2.5,65,58,Female,East
C1414,21,41,30,92,3.4,84,64,Female,North
C1435,1,35,26,82,81,1707,18,Female,West
C1455,39,33,33,77,1,32,65,Male,South
C1608,32,8,26,81,1.5,44,57,Male,South
C1751,7,8,33,64,8.1,181,53,Female,West
C1794,16,26,23,81,4.1,97,21,Female,North
C1814,24,30,25,87,2.6,66,54,Male,North
C1866,32,26,24,71,1.2,37,27,Male,North
C1880,45,29,17,93,1.1,35,52,Male,North
C1909,17,42,23,92,4.4,103,59,Male,North
C2180,14,18,19,74,4.3,102,48,Female,South
C2258,16,42,15,65,3.1,76,54,Female,East
C2326,32,37,28,71,1.2,37,58,Male,West
C2439,14,34,19,80,4.7,109,47,Male,North
C2497,32,12,32,62,0.9,33,60,Female,West
C2527,49,42,13,87,0.8,29,47,Male,West
C2627,47,11,20,95,1,36,46,Female,East
C2697,37,9,23,79,1.1,38,21,Female,West
C2932,27,20,21,71,1.6,45,30,Male,North
C2953,9,14,20,63,6,135,47,Male,South
C2964,41,18,21,71,0.7,29,50,Female,North
C3070,42,31,21,87,1.1,35,61,Male,North
C3248,48,38,18,80,0.7,26,19,Male,South
C3256,18,23,15,76,3.2,80,46,Female,South
C3476,29,38,15,81,1.8,51,50,Female,West
C3492,50,21,23,87,0.7,30,52,Female,South
C3507,14,31,21,56,3,75,48,Female,South
C3600,16,39,13,77,3.8,90,28,Male,South
C3696,28,41,14,69,1.5,44,29,Female,South
C3846,15,33,21,72,3.8,92,61,Female,East
C3929,18,9,22,66,2.7,68,26,Female,South
C4268,30,41,24,58,0.9,31,66,Male,West
C4273,20,26,25,72,2.6,67,47,Female,West
C4305,27,10,19,93,2.4,62,69,Male,North
C4355,23,12,37,59,1.6,46,67,Female,West
C4447,33,8,18,70,1.1,35,22,Male,East
C4499,20,8,21,71,2.6,66,60,Female,South
C4513,19,12,20,72,2.8,69,20,Male,North
C4644,22,35,24,73,2.3,61,21,Female,West
C4723,18,17,29,60,2.3,61,62,Female,East
C4867,22,40,32,83,2.8,69,22,Male,North
C4965,32,40,25,93,1.9,54,29,Female,West
C5009,34,30,20,78,1.3,41,27,Female,West
C5059,33,28,36,73,1.2,39,59,Female,North
C5085,43,17,20,70,0.6,25,54,Male,West
C5137,20,14,29,63,2.2,58,48,Female,West
C5151,28,29,32,63,1.3,37,55,Male,West
C5235,23,33,30,59,1.6,44,29,Male,South
C5243,15,13,14,91,5.1,118,52,Female,West
C5425,39,33,19,77,1,32,48,Male,West
C5427,30,28,20,61,1,35,19,Female,South
C5492,38,21,22,81,1.1,38,69,Female,West
C5579,14,11,16,57,3.1,74,68,Male,East
C5746,4,11,12,62,14.5,314,21,Female,West
C6149,8,39,26,86,9.8,213,65,Male,South
C6168,9,23,16,70,6.8,151,56,Male,South
C6194,42,9,22,73,0.7,28,45,Male,West
C6234,44,8,30,59,0.3,21,61,Female,South
C6428,28,22,37,77,1.8,48,63,Male,East
C6466,14,14,23,94,5.7,130,53,Male,West
C6469,13,21,14,83,5.4,123,61,Male,West
C6530,33,18,22,60,0.8,31,65,Female,West
C6580,35,39,27,70,1,33,56,Male,South
C6701,35,22,18,83,1.4,43,59,Female,North
C6768,40,42,19,76,0.9,33,18,Female,West
C6879,26,39,12,68,1.6,45,56,Male,South
C6962,30,21,29,67,1.2,39,49,Female,North
C7069,10,8,23,71,6.1,137,70,Male,North
C7104,47,11,16,60,0.3,20,50,Female,East
C7150,15,34,21,72,3.8,90,52,Male,West
C7391,41,41,15,95,1.3,40,22,Male,South
C7396,50,14,15,91,0.8,30,61,Male,West
C7605,31,31,39,68,1.2,39,24,Female,North
C7647,34,38,16,62,0.8,31,63,Female,West
C7654,13,37,25,63,3.8,90,22,Male,North
C7674,5,13,20,94,17.8,383,65,Female,North
C7777,41,32,17,62,0.5,25,67,Female,South
C7829,18,35,33,73,3.1,74,22,Male,North
C7955,50,24,14,64,0.3,20,52,Female,North
C7971,49,24,17,57,0.2,16,26,Male,South
C7975,41,16,23,95,1.3,42,51,Female,North
C8143,48,17,30,76,0.6,27,70,Female,South
C8485,40,18,26,85,1.1,36,60,Male,North
C8506,22,30,26,65,2,54,55,Female,West
C8524,12,30,36,94,6.8,153,54,Male,West
C8665,10,26,17,87,7.7,173,57,Female,West
C8776,9,24,20,68,6.6,148,64,Female,East
C8815,43,11,22,83,0.9,34,49,Female,West
C8927,4,36,30,83,19.8,422,30,Male,South
C8955,10,19,20,76,6.6,150,25,Female,West
C9022,46,22,13,60,0.3,21,69,Female,North
C9118,30,31,29,73,1.4,41,68,Male,West
C9190,28,15,18,91,2.3,60,65,Female,West
C9204,26,14,27,92,2.5,66,45,Female,West
C9280,39,21,26,90,1.3,41,54,Female,South
C9323,6,27,22,62,9.3,206,27,Female,North
C9381,2,26,24,77,37.5,795,67,Female,South
C9410,41,24,20,87,1.1,38,51,Female,East
C9476,9,34,28,78,7.7,172,58,Female,East
C9482,17,18,17,89,4.2,101,45,Female,North
C9552,11,12,19,73,5.6,130,27,Female,South
C9636,31,11,17,79,1.5,46,59,Female,South
C9643,20,34,37,92,3.6,86,67,Male,West
C9676,5,17,17,89,16.8,360,18,Male,West
C9779,7,14,22,63,8,176,59,Male,West
C9850,26,12,18,70,1.7,47,19,Male,North
C9898,9,31,19,62,5.9,132,69,Male,North
C10002,38,30,23,76,1,33,27,Male,West
C10039,10,24,23,73,6.3,143,29,Female,South
C10055,3,38,22,88,28.3,601,18,Male,South
C10060,11,14,29,73,5.6,128,27,Male,North
C10164,28,40,15,64,1.3,38,27,Male,East
C10348,25,40,30,92,2.7,67,24,Male,North
C10369,7,31,18,61,7.7,170,26,Male,North
C10398,21,22,16,92,3.4,84,29,Female,West
C10412,7,34,19,68,8.7,191,20,Male,North
C10472,8,31,31,79,8.9,197,20,Female,South
C10517,28,23,14,70,1.5,45,18,Female,South
C10523,39,27,18,88,1.3,40,24,Female,West
C10543,8,42,15,75,8.4,184,26,Male,South
C10548,6,42,15,63,9.5,209,23,Female,West
C10569,49,17,17,85,0.7,30,25,Female,West
C10576,43,42,19,64,0.5,24,25,Female,West
C10600,32,14,21,95,2,55,27,Female,North
C10632,1,10,31,73,72,1518,29,Female,South
C10713,10,20,11,68,5.8,131,28,Male,West
C10714,32,27,32,90,1.8,52,24,Female,South
C10726,19,8,20,66,2.5,62,25,Male,South
C10763,9,27,20,80,7.9,174,30,Male,West
C10879,24,41,21,72,2,53,20,Male,East
C10944,21,33,32,81,2.9,71,18,Male,North
C11014,42,38,28,67,0.6,25,28,Male,South
C11017,49,37,15,85,0.7,30,23,Female,West
C1164,16,35,12,78,3.9,93,30,Female,North
C1204,17,29,33,56,2.3,58,23,Male,West
C1274,16,26,28,91,4.7,108,22,Male,South
C1338,2,11,30,81,39.5,837,25,Female,South
C1356,18,25,21,64,2.6,64,29,Male,East
C1412,35,39,22,93,1.7,49,21,Female,South
C1502,10,9,13,58,4.8,110,20,Male,North
C1515,2,9,18,82,40,848,21,Female,West
C1525,10,13,17,93,8.3,183,19,Male,West
C1540,44,13,19,58,0.3,21,18,Female,East
C1568,6,18,27,77,11.8,256,28,Male,North
C1573,6,27,17,61,9.2,200,29,Male,West
C1737,13,42,32,62,3.8,89,29,Male,West
C1749,46,13,27,60,0.3,21,28,Female,West
C1787,19,8,22,69,2.6,66,20,Male,North
C1884,16,42,24,73,3.6,85,22,Male,South
C1899,8,12,16,80,9,198,19,Male,North
C1913,18,17,14,70,2.9,73,20,Female,South
C2053,26,20,24,70,1.7,47,20,Male,North
C2121,37,28,13,88,1.4,41,26,Male,North
C2199,26,26,12,60,1.3,39,30,Male,East
C2227,8,14,24,94,10.8,236,19,Female,West
C2233,47,9,28,58,0.2,19,25,Female,North
C2234,16,37,20,83,4.2,98,26,Male,West
C2305,26,20,25,92,2.5,66,20,Female,South
C2414,40,33,15,63,0.6,26,18,Female,West
C2512,46,8,23,57,0.2,19,27,Female,South
C2531,28,24,26,81,1.9,51,20,Male,West
C2539,24,41,34,65,1.7,49,26,Female,North
C2570,23,25,15,87,2.8,69,22,Male,South
C2583,46,25,13,80,0.7,30,30,Female,West
C2587,23,20,14,56,1.4,41,27,Male,West
C2618,29,8,17,73,1.5,45,18,Female,West
C2631,38,8,18,73,0.9,31,27,Male,North
C2633,38,19,30,86,1.3,40,22,Female,West
C2696,8,35,31,75,8.4,184,18,Male,South
C2702,15,15,12,92,5.1,120,19,Female,North
C2738,21,37,13,73,2.5,63,21,Male,North
C2831,8,32,13,62,6.8,152,25,Female,West
C3021,32,28,24,90,1.8,52,18,Female,East
C3062,29,31,29,94,2.2,58,25,Male,South
C3119,7,29,33,94,12.4,271,27,Female,West
C3227,37,28,14,72,0.9,34,19,Female,West
C3263,25,33,26,58,1.3,41,29,Female,West
C3450,39,42,16,67,0.7,29,29,Female,West
C3554,44,8,17,74,0.7,29,20,Female,West
C3643,31,10,14,65,1.1,34,28,Male,South
C3650,50,38,18,66,0.3,21,20,Female,North
C3742,30,20,16,56,0.9,32,23,Female,West
C3833,42,17,23,66,0.6,26,18,Female,West
C3904,38,18,31,60,0.6,24,23,Male,South
C3933,37,18,32,63,0.7,27,30,Male,North
C3976,50,32,19,88,0.8,28,29,Male,South
C3998,33,40,29,57,0.7,27,18,Male,West
C4056,16,13,17,83,4.2,100,18,Female,North
C4165,22,37,16,86,2.9,72,22,Male,North
C4285,37,11,20,59,0.6,26,25,Female,East
C4295,19,22,16,73,2.8,72,18,Female,North
C4320,31,42,30,58,0.9,32,20,Female,West
C4384,35,8,18,78,1.2,40,20,Female,West
C4432,10,38,18,57,4.7,110,20,Female,South
C4619,37,11,28,57,0.5,25,21,Female,North
C4659,40,36,23,94,1.4,40,24,Male,South
C4848,3,27,19,84,27,573,26,Male,South
C4904,28,35,26,76,1.7,49,23,Female,South
C5014,46,25,16,58,0.3,20,23,Female,North
C5078,8,40,22,56,6,135,27,Male,West
C5126,24,39,35,58,1.4,41,19,Male,North
C5217,31,9,34,89,1.9,53,22,Female,South
C5299,44,26,23,81,0.8,30,24,Male,South
C5313,32,19,19,93,1.9,54,24,Female,West
C5316,22,31,30,77,2.5,65,20,Female,West
C5317,40,8,23,87,1.2,37,28,Male,West
C5354,29,22,20,95,2.3,61,21,Female,West
C5505,7,12,35,83,10.9,238,22,Female,East
C5612,9,14,17,57,5.3,121,22,Male,North
C5683,46,40,22,77,0.7,28,24,Female,South
C5698,35,29,11,73,1.1,37,28,Female,North
C5811,31,11,24,86,1.8,49,22,Male,South
C5820,40,29,19,95,1.4,41,21,Male,East
C5855,49,38,26,68,0.4,21,19,Male,West
C5889,16,14,29,62,2.9,72,27,Female,South
C5898,1,18,26,80,79,1665,29,Female,South
C5903,15,33,36,90,5,115,23,Male,West
C5934,13,39,19,90,5.9,134,28,Male,West
C5968,13,19,19,85,5.5,128,20,Female,West
C6101,44,40,27,62,0.4,23,24,Female,North
C6274,29,23,17,71,1.4,44,30,Female,South
C6300,31,30,14,81,1.6,47,20,Female,North
C6341,10,13,15,81,7.1,160,30,Female,South
C6442,42,38,21,85,1,36,28,Female,West
C6484,19,11,20,67,2.5,65,27,Female,West
C6498,26,17,29,92,2.5,66,29,Female,East
C6506,6,28,17,70,10.7,234,20,Female,East
C6563,19,41,28,73,2.8,72,26,Female,East
C6581,45,35,24,75,0.7,28,20,Female,East
C6602,11,14,27,75,5.8,131,27,Male,East
C6612,28,36,30,68,1.4,41,25,Male,East
C6624,1,17,15,57,56,1182,24,Female,South
C6627,29,37,27,66,1.3,40,20,Female,South
C6650,23,30,29,85,2.7,67,21,Male,West
C6659,24,23,35,92,2.8,72,21,Female,West
C6675,37,24,31,79,1.1,36,21,Male,East
C6703,38,20,19,88,1.3,42,23,Female,West
C6717,41,40,36,60,0.5,22,18,Male,North
C6740,15,42,32,78,4.2,100,27,Female,South
C6746,7,17,15,69,8.9,196,19,Female,South
C6798,6,14,23,87,13.5,293,27,Female,South
C6866,16,37,19,67,3.2,79,23,Female,South
C6946,25,10,17,70,1.8,49,23,Male,North
C6975,13,25,21,69,4.3,102,19,Female,West
C6981,44,13,14,63,0.4,23,19,Female,South
C7012,34,32,19,63,0.9,32,25,Female,North
C7163,4,16,27,71,16.8,361,18,Female,West
C7351,21,33,31,83,3,75,27,Female,North
C7367,30,41,18,94,2.1,56,25,Male,North
C7547,48,28,12,59,0.2,19,28,Female,North
C7589,21,21,30,77,2.7,67,23,Male,West
C7633,29,38,12,75,1.6,45,30,Male,South
C7640,35,35,20,77,1.2,37,29,Male,East
C7768,46,33,26,84,0.8,32,27,Female,West
C7811,40,34,24,65,0.6,25,30,Male,North
C7838,11,39,20,56,4.1,97,30,Female,South
C7861,38,19,30,74,0.9,32,29,Male,South
C7900,42,25,14,64,0.5,23,23,Male,East
C7912,22,42,20,62,1.8,49,28,Male,West
C7954,36,41,21,93,1.6,47,29,Female,North
C7980,49,32,31,95,0.9,32,22,Male,West
C8027,12,9,13,86,6.2,139,27,Male,East
C8098,16,21,30,57,2.6,66,20,Female,North
C8103,28,8,20,86,2.1,55,18,Male,South
C8106,13,25,23,64,3.9,94,20,Female,South
C8151,22,9,35,73,2.3,59,30,Male,South
C8202,36,26,32,76,1.1,35,24,Male,West
C8347,3,36,28,69,22,468,20,Male,South
C8369,25,31,15,58,1.3,41,22,Female,North
C8377,19,26,25,80,3.2,78,29,Male,North
C8439,20,38,10,75,2.8,68,28,Male,North
C8455,11,29,14,78,6.1,137,29,Male,North
C8713,36,22,21,57,0.6,26,22,Female,East
C8808,14,27,26,66,3.7,88,24,Male,North
C8823,23,18,32,67,1.9,53,18,Female,East
C8859,5,10,34,55,10,219,20,Female,West
C8921,2,32,27,86,42,890,20,Female,North
C8962,49,28,15,83,0.7,29,26,Female,West
C9142,50,17,25,92,0.8,30,21,Male,South
C9302,41,35,22,76,0.9,30,25,Male,North
C9347,23,29,17,60,1.6,45,18,Male,North
C9399,27,15,17,95,2.5,66,20,Female,East
C9442,9,32,26,82,8.1,181,30,Female,West
C9473,11,16,18,82,6.5,147,20,Female,South
C9698,10,25,22,91,8.1,179,29,Male,West
C9722,36,11,36,58,0.6,25,30,Male,West
C9738,16,13,38,70,3.4,83,30,Female,South
C9754,32,41,16,80,1.5,45,24,Female,North
C9811,44,23,19,71,0.6,25,21,Male,South
C9916,13,9,33,59,3.5,84,25,Male,East
C9966,36,22,22,95,1.6,46,25,Male,West
C9975,48,35,31,87,0.8,31,25,Female,North
C1019,9,8,29,72,7,158,,Female,South
C10255,8,12,24,59,6.4,144,,Female,West
C10284,46,19,15,55,0.2,18,,Female,East
C10325,27,8,19,58,1.1,37,,Female,West
C10340,43,24,21,63,0.5,22,,Male,West
C10511,17,25,16,69,3.1,76,,Female,South
C10590,31,8,25,62,1,34,,Female,South
C10832,31,33,15,60,0.9,33,,Female,South
C10841,30,13,30,90,2,55,,Female,North
C10974,43,38,19,77,0.8,31,,Female,South
C10983,27,38,15,56,1.1,34,,Male,West
C1241,19,17,35,60,2.2,58,,Female,East
C1272,3,34,38,55,17.3,370,,Male,West
C1528,24,37,21,56,1.3,41,,Female,East
C1706,39,13,21,61,0.6,26,33,Female,South
C1789,2,13,19,63,30.5,648,,Female,East
C1819,7,12,22,73,9.4,206,,Male,East
C2008,34,32,31,70,1.1,34,,Male,North
C2149,12,35,24,80,5.7,130,,Female,West
C2313,49,27,30,70,0.4,21,35,Male,West
C2334,47,21,21,68,0.4,22,,Male,West
C2350,44,26,18,66,0.5,23,,Male,North
C2471,46,24,21,84,0.8,32,,Female,South
C2569,50,25,18,69,0.4,22,,Female,South
C2726,42,42,35,57,0.4,20,,Male,East
C2816,30,19,14,63,1.1,36,,Female,North
C2844,45,25,14,91,1,34,,Male,South
C3142,19,17,18,75,2.9,74,,Female,East
C3149,45,26,18,83,0.8,32,,Female,South
C3250,15,34,28,68,3.5,84,,Male,North
C3323,50,38,22,70,0.4,21,,Male,East
C3416,31,20,22,67,1.2,38,,Female,South
C3613,26,18,15,94,2.6,68,,Female,South
C3892,21,22,21,94,3.5,86,,Female,West
C3895,26,29,23,79,2,54,,Male,North
C3937,40,10,23,68,0.7,29,,Female,North
C4072,5,10,15,74,13.8,297,,Male,South
C4105,32,32,28,86,1.7,47,,Male,West
C4175,15,13,37,80,4.3,101,,Male,North
C4204,10,36,14,60,5,116,,Female,North
C4269,25,37,27,84,2.4,63,,Female,West
C4286,9,37,13,87,8.7,193,,Female,West
C4303,19,18,28,60,2.2,58,,Female,West
C4365,20,19,11,89,3.5,85,,Female,North
C4423,32,8,17,61,0.9,31,,Male,West
C4431,4,17,20,60,14,303,,Female,South
C4512,40,42,20,88,1.2,39,,Female,West
C4526,40,40,21,93,1.3,40,,Male,East
C4535,7,26,20,89,11.7,254,,Male,South
C4592,44,14,16,64,0.5,24,,Female,North
C4782,13,28,18,74,4.7,108,,Male,North
C4808,25,15,20,79,2.2,58,,Female,West
