Product,Sub-product,State,Rev_Million
Consumer Loan,Personal line of credit,ME,82
Bank account or service,(CD) Certificate of deposit,AE,38
Bank account or service,Savings account,AS,24
Prepaid card,Government benefit payment card,OK,82
Other financial service,Credit repair,NY,28
Other financial service,Credit repair,CA,19
Prepaid card,Transit card,VA,53
Prepaid card,Government benefit payment card,NE,59
Prepaid card,Mobile wallet,IA,55
Mortgage,Conventional adjustable mortgage (ARM),PW,45
Other financial service,Credit repair,OK,32
Consumer Loan,Pawn loan,AK,82
Prepaid card,Government benefit payment card,,79
Other financial service,Debt settlement,KY,42
Other financial service,Credit repair,OR,14
Prepaid card,Other special purpose card,WI,78
Other financial service,Money order,AL,42
Prepaid card,Other special purpose card,NM,78
Consumer Loan,Title loan,MS,59
Prepaid card,Mobile wallet,ME,57
Mortgage,Reverse mortgage,IA,28
Other financial service,Refund anticipation check,CA,39
Consumer Loan,Pawn loan,RI,61
Other financial service,Money order,CT,20
Debt collection,Auto,VT,45
Consumer Loan,Title loan,SD,61
Debt collection,Medical,AS,34
Consumer Loan,Vehicle lease,NH,78
Prepaid card,Gift or merchant card,NH,50
Debt collection,Auto,AK,22
Other financial service,Check cashing,PA,34
Debt collection,Payday loan,MH,10
Debt collection,Non-federal student loan,PR,25
Other financial service,Refund anticipation check,WI,45
Consumer Loan,Pawn loan,MI,76
Prepaid card,Transit card,MN,65
Debt collection,Medical,GU,34
Bank account or service,Cashing a check without an account,AE,14
Other financial service,Debt settlement,RI,33
Other financial service,Check cashing,ME,10
Debt collection,Medical,VI,23
Debt collection,Medical,AP,21
Debt collection,I do not know,AE,31
Money transfers,Domestic (US) money transfer,NH,25
Other financial service,Credit repair,RI,26
Consumer Loan,Title loan,VT,68
Prepaid card,Gift or merchant card,OR,85
Other financial service,Debt settlement,GA,31
Debt collection,Federal student loan,FM,28
Other financial service,Credit repair,MS,13
Other financial service,Money order,MA,22
Other financial service,Credit repair,MI,23
Prepaid card,Payroll card,IA,75
Other financial service,Money order,MN,12
Consumer Loan,Installment loan,VI,64
Consumer Loan,Title loan,IA,83
Other financial service,Foreign currency exchange,IL,44
Other financial service,Debt settlement,AL,19
Other financial service,Foreign currency exchange,MD,38
Other financial service,Refund anticipation check,FL,33
Consumer Loan,Pawn loan,OH,59
Prepaid card,Mobile wallet,AK,74
Prepaid card,Payroll card,ND,59
Bank account or service,Other bank product/service,GU,26
Prepaid card,General purpose card,WV,79
Other financial service,Money order,NJ,45
Prepaid card,Payroll card,KY,71
Prepaid card,Transit card,SC,77
Other financial service,Credit repair,MN,12
Prepaid card,Government benefit payment card,NV,74
Other financial service,Check cashing,WV,12
Prepaid card,Transit card,RI,78
Other financial service,Foreign currency exchange,MN,35
Consumer Loan,Vehicle lease,KS,56
Prepaid card,Payroll card,RI,63
Prepaid card,General purpose card,VT,53
Prepaid card,Government benefit payment card,PR,61
Prepaid card,General purpose card,UT,67
Prepaid card,Mobile wallet,NM,54
Bank account or service,(CD) Certificate of deposit,IA,43
Prepaid card,Mobile wallet,MS,62
Prepaid card,Government benefit payment card,ID,75
Prepaid card,ID prepaid card,NE,70
Consumer Loan,Pawn loan,AL,57
Prepaid card,Transit card,NC,75
Other financial service,Debt settlement,DE,21
Other financial service,Foreign currency exchange,NJ,10
Other financial service,Foreign currency exchange,LA,18
Debt collection,I do not know,AS,16
Other financial service,Money order,AZ,10
Other financial service,Foreign currency exchange,MA,16
Other financial service,Refund anticipation check,MD,22
Consumer Loan,Title loan,MH,77
Bank account or service,(CD) Certificate of deposit,AS,23
Other financial service,Money order,NV,37
Money transfers,Domestic (US) money transfer,ND,12
Prepaid card,Government benefit payment card,TN,50
Credit card,,AA,80
Consumer Loan,Vehicle lease,PW,55
Bank account or service,Cashing a check without an account,ND,33
Mortgage,Conventional adjustable mortgage (ARM),FM,12
Bank account or service,Cashing a check without an account,WI,22
Mortgage,Other mortgage,AS,14
Bank account or service,Other bank product/service,MP,17
Debt collection,Federal student loan,HI,19
Debt collection,Non-federal student loan,MH,20
Consumer Loan,Pawn loan,UT,61
Mortgage,VA mortgage,FM,10
Other financial service,Check cashing,IN,40
Debt collection,Credit card,MH,19
Bank account or service,(CD) Certificate of deposit,SD,27
Money transfers,International money transfer,AE,10
Prepaid card,Government benefit payment card,MD,50
Debt collection,Medical,MH,26
Other financial service,Debt settlement,AR,30
Other financial service,Refund anticipation check,KY,38
Debt collection,Non-federal student loan,ND,44
Other financial service,Credit repair,WA,12
Consumer Loan,Pawn loan,MO,70
Prepaid card,Government benefit payment card,AK,67
Other financial service,Credit repair,AL,31
Bank account or service,Checking account,PW,42
Consumer Loan,Vehicle lease,WV,63
Other financial service,Refund anticipation check,TX,10
Prepaid card,ID prepaid card,DC,68
Other financial service,Check cashing,LA,44
Prepaid card,Payroll card,NM,55
Other financial service,Money order,DC,12
Debt collection,Auto,VI,44
Consumer Loan,Title loan,RI,83
Other financial service,Money order,DE,23
Mortgage,Conventional adjustable mortgage (ARM),GU,45
Other financial service,Refund anticipation check,SC,37
Debt collection,Mortgage,ND,11
Prepaid card,Gift or merchant card,SC,72
Prepaid card,Gift or merchant card,ID,60
Prepaid card,General purpose card,NM,57
Consumer Loan,Title loan,CT,71
Other financial service,Check cashing,OK,10
Prepaid card,Payroll card,ID,50
Other financial service,Foreign currency exchange,OR,32
Prepaid card,Payroll card,WA,78
Consumer Loan,Installment loan,AP,66
Other financial service,Debt settlement,AZ,19
Prepaid card,ID prepaid card,AL,58
Prepaid card,Transit card,WV,51
Prepaid card,Government benefit payment card,KS,71
Prepaid card,Electronic Benefit Transfer / EBT card,LA,74
Prepaid card,Payroll card,UT,64
Prepaid card,ID prepaid card,OR,55
Prepaid card,Government benefit payment card,ME,67
Other financial service,Credit repair,WV,22
Other financial service,Refund anticipation check,UT,17
Prepaid card,Electronic Benefit Transfer / EBT card,NY,84
Prepaid card,ID prepaid card,OK,51
Bank account or service,(CD) Certificate of deposit,WY,43
Other financial service,Debt settlement,IN,21
Debt collection,Medical,FM,20
Other financial service,Debt settlement,WV,13
Other financial service,Check cashing,AR,24
Prepaid card,Mobile wallet,AL,68
Other financial service,Foreign currency exchange,CO,32
Other financial service,Foreign currency exchange,UT,13
Prepaid card,Electronic Benefit Transfer / EBT card,CA,82
Consumer Loan,Pawn loan,NV,72
Bank account or service,Savings account,MT,39
Other financial service,Check cashing,AK,23
Credit card,,PW,83
Mortgage,Second mortgage,ME,45
Other financial service,Traveler’s/Cashier’s checks,CA,39
Other financial service,Traveler’s/Cashier’s checks,TN,10
Other financial service,Traveler’s/Cashier’s checks,NY,40
Other financial service,Traveler’s/Cashier’s checks,AL,33
Other financial service,Traveler’s/Cashier’s checks,TX,17
Other financial service,Traveler’s/Cashier’s checks,OH,31
Other financial service,Traveler’s/Cashier’s checks,WI,38
Other financial service,Traveler’s/Cashier’s checks,MD,45
Other financial service,Traveler’s/Cashier’s checks,WA,33
Other financial service,Traveler’s/Cashier’s checks,AZ,35
Other financial service,Traveler’s/Cashier’s checks,MN,26
Other financial service,Traveler’s/Cashier’s checks,FL,37
Other financial service,Traveler’s/Cashier’s checks,MA,26
Other financial service,Traveler’s/Cashier’s checks,IL,11
Other financial service,Traveler’s/Cashier’s checks,NJ,39
Other financial service,Traveler’s/Cashier’s checks,PA,13
Other financial service,Traveler’s/Cashier’s checks,OR,13
Other financial service,Traveler’s/Cashier’s checks,NM,15
Other financial service,Traveler’s/Cashier’s checks,ME,31
Other financial service,Traveler’s/Cashier’s checks,,36
Other financial service,Traveler’s/Cashier’s checks,GA,29
Other financial service,Traveler’s/Cashier’s checks,VA,16
Other financial service,Traveler’s/Cashier’s checks,SD,15
Mortgage,Reverse mortgage,AK,29
Mortgage,FHA mortgage,PW,38
Bank account or service,Cashing a check without an account,MT,23
Other financial service,Credit repair,DC,37
Other financial service,Credit repair,NM,18
Prepaid card,Mobile wallet,LA,67
Prepaid card,Government benefit payment card,VT,74
Other financial service,Foreign currency exchange,DC,14
Other financial service,Refund anticipation check,IL,30
Other financial service,Debt settlement,VT,12
Other financial service,Check cashing,DE,15
Prepaid card,Mobile wallet,KS,54
Debt collection,I do not know,MP,22
Prepaid card,Transit card,NH,74
Consumer Loan,Title loan,AR,58
Prepaid card,Mobile wallet,OK,67
Other financial service,Traveler’s/Cashier’s checks,IN,43
Bank account or service,Savings account,MP,36
Student loan,Federal student loan servicing,CA,12
Student loan,Federal student loan servicing,GA,18
Student loan,Federal student loan servicing,AR,29
Student loan,Federal student loan servicing,FL,10
Student loan,Federal student loan servicing,TX,37
Student loan,Federal student loan servicing,IN,39
Student loan,Federal student loan servicing,AZ,11
Student loan,Federal student loan servicing,NC,39
Student loan,Federal student loan servicing,MD,15
Student loan,Federal student loan servicing,AL,34
Student loan,Federal student loan servicing,RI,23
Student loan,Federal student loan servicing,NY,14
Student loan,Federal student loan servicing,CT,27
Student loan,Federal student loan servicing,NM,28
Student loan,Federal student loan servicing,NJ,45
Student loan,Federal student loan servicing,MI,15
Student loan,Federal student loan servicing,MN,45
Student loan,Federal student loan servicing,CO,13
Student loan,Federal student loan servicing,DC,40
Student loan,Federal student loan servicing,WV,39
Student loan,Federal student loan servicing,WI,22
Student loan,Federal student loan servicing,PA,36
Student loan,Federal student loan servicing,TN,11
Student loan,Federal student loan servicing,OH,36
Student loan,Federal student loan servicing,IL,45
Student loan,Federal student loan servicing,VA,25
Virtual currency,Domestic (US) money transfer,MN,112
Student loan,Federal student loan servicing,WA,12
Student loan,Federal student loan servicing,OR,30
Student loan,Federal student loan servicing,KY,11
Student loan,Federal student loan servicing,AE,10
Student loan,Federal student loan servicing,NH,17
Student loan,Federal student loan servicing,OK,13
Student loan,Federal student loan servicing,SC,38
Student loan,Federal student loan servicing,IA,11
Student loan,Federal student loan servicing,LA,22
Student loan,Federal student loan servicing,NE,11
Student loan,Federal student loan servicing,MO,16
Student loan,Federal student loan servicing,KS,30
Student loan,Federal student loan servicing,WY,22
Student loan,Federal student loan servicing,,19
Student loan,Federal student loan servicing,DE,32
Student loan,Federal student loan servicing,MA,11
Student loan,Federal student loan servicing,HI,10
Student loan,Federal student loan servicing,MT,27
Student loan,Federal student loan servicing,UT,35
Student loan,Federal student loan servicing,NV,11
Student loan,Federal student loan servicing,SD,28
Student loan,Federal student loan servicing,ID,37
Student loan,Federal student loan servicing,MS,34
Student loan,Federal student loan servicing,VT,16
Student loan,Federal student loan servicing,PR,28
Student loan,Federal student loan servicing,AK,31
Student loan,Federal student loan servicing,GU,42
Virtual currency,Domestic (US) money transfer,FL,165
Student loan,Federal student loan servicing,ME,26
Virtual currency,Domestic (US) money transfer,NJ,198
Virtual currency,International money transfer,,192
Virtual currency,Domestic (US) money transfer,PA,144
Student loan,Federal student loan servicing,MP,33
Other financial service,Refund anticipation check,WA,33
Virtual currency,Domestic (US) money transfer,IA,186
Virtual currency,Domestic (US) money transfer,WA,175
Prepaid card,Government benefit payment card,MS,65
Prepaid card,Other special purpose card,DC,56
Mortgage,VA mortgage,PW,40
Debt collection,Credit card,AA,23
Prepaid card,ID prepaid card,MS,77
Consumer Loan,Vehicle lease,GU,50
Other financial service,Money order,WV,42
Other financial service,Money order,WA,26
Debt collection,Payday loan,PR,34
Prepaid card,Other special purpose card,IN,57
Prepaid card,Gift or merchant card,WV,67
Student loan,Federal student loan servicing,ND,38
Other financial service,Traveler’s/Cashier’s checks,CO,37
Other financial service,Credit repair,CO,22
Other financial service,Debt settlement,TN,31
Student loan,Federal student loan servicing,VI,17
Other financial service,Refund anticipation check,HI,28
Bank account or service,Savings account,ND,15
Prepaid card,ID prepaid card,WA,80
Other financial service,Debt settlement,ND,21
Prepaid card,Other special purpose card,ID,68
Student loan,Non-federal student loan,MP,24
Other financial service,Check cashing,OR,44
Consumer Loan,Pawn loan,WA,72
Mortgage,Home equity loan or line of credit,AS,43
Virtual currency,Domestic (US) money transfer,MD,194
Other financial service,Traveler’s/Cashier’s checks,LA,12
Consumer Loan,Title loan,NH,79
Student loan,Federal student loan servicing,AP,21
Other financial service,Foreign currency exchange,AP,21
Money transfers,International money transfer,AP,10
Prepaid card,Mobile wallet,IN,58
Other financial service,Credit repair,NH,11
Other financial service,Check cashing,NH,24
Other financial service,Debt settlement,NM,41
Payday loan,Payday loan,WV,35
Other financial service,Refund anticipation check,AR,11
Prepaid card,Payroll card,DC,69
Prepaid card,Mobile wallet,NE,83
Other financial service,Foreign currency exchange,NV,37
